episode,step,return
0,299,25.97732
0,299,34.194758
1,300,26.995239
2,301,33.808844
3,143,35.492011
4,304,31.090857
5,150,31.098479
6,126,34.171296
7,308,31.988303
8,310,36.413338
9,311,33.480151
10,226,34.9191
11,163,38.153923
12,315,34.641725
13,176,38.390551
14,318,36.953613
15,121,40.887719
16,321,34.511201
17,312,42.546398
18,51,36.452872
19,213,39.263501
20,327,35.212855
21,30,33.034362
22,24,33.811244
23,331,38.464873
24,332,31.820366
25,334,35.972398
26,76,36.103901
27,285,36.505167
28,102,37.58859
29,339,32.563359
30,168,38.3582
31,56,33.063841
32,326,34.618616
33,191,46.2858
34,277,38.552593
35,285,39.774778
36,349,35.642063
37,350,35.864071
38,182,41.002999
39,40,32.565369
40,352,43.152283
41,228,41.579072
42,227,40.843148
43,146,33.903209
44,265,35.57882
45,75,41.169352
46,39,37.668037
47,364,43.987085
48,136,35.134187
49,367,37.381108
50,219,36.651476
51,70,37.317912
52,371,19.660789
53,59,29.40996
54,374,39.993038
55,296,38.503384
56,377,33.176129
57,209,38.202464
58,50,38.483549
59,290,42.391004
60,369,42.346055
61,300,39.430319
62,39,37.663424
63,47,35.011607
64,239,43.864851
65,115,39.170919
66,75,33.429951
67,122,35.425226
68,208,40.522743
69,137,37.469705
70,55,41.670651
71,160,39.270818
72,399,12.394582
73,115,38.654159
74,126,41.599283
75,145,46.151121
76,257,42.350893
77,65,40.031029
78,408,-146.12008
79,98,33.376603
80,59,33.276222
81,367,42.72554
82,376,41.26721
83,220,41.48229
84,416,-310.450609
85,66,34.638501
86,136,36.709755
87,344,38.345611
88,286,36.725403
89,59,35.994855
90,425,35.511592
91,74,34.040868
92,82,41.032418
93,90,34.28811
94,83,31.285105
95,316,40.471805
96,308,39.250709
97,162,38.130278
98,48,36.180718
99,212,39.616704
100,207,39.627603
101,288,39.097035
102,421,42.724007
103,443,34.04866
104,349,44.803226
105,60,37.631075
106,174,40.484378
107,323,39.361917
108,256,34.344398
109,183,43.128428
110,81,35.778511
111,454,36.355025
112,77,40.784526
113,47,39.057061
114,98,33.906874
115,183,30.476673
116,343,39.440188
117,51,41.553968
118,42,35.491378
119,465,37.929883
120,106,41.654687
121,71,38.733285
122,49,38.240144
123,128,41.016864
124,103,34.007035
125,62,37.965718
126,130,37.419493
127,302,34.115879
128,258,40.927853
129,119,33.571754
130,157,35.796023
131,140,38.21867
132,56,35.473684
133,54,34.798155
134,152,36.681196
135,488,36.189741
136,466,35.234708
137,114,39.455894
138,492,36.173906
139,179,38.705171
140,493,36.408247
141,496,34.670213
142,245,35.870703
143,81,39.404848
144,500,33.327034
145,164,33.325497
146,503,20.890357
147,504,34.579068
148,63,35.350449
149,92,39.952829
150,454,37.219943
151,391,37.866366
152,281,33.79329
153,107,42.678592
154,514,42.321204
155,516,-321.840971
156,69,35.074032
157,518,30.282337
158,242,32.979642
159,390,43.246835
160,324,34.730965
161,403,41.248972
162,174,34.154203
163,223,40.838849
164,61,35.73717
165,269,34.296526
166,396,42.56832
167,131,33.873919
168,110,35.176541
169,269,35.202776
170,126,38.040593
171,525,-284.832557
172,102,26.559741
173,170,39.50177
174,365,33.917635
175,415,31.916337
