episode,step,return
0,299,-33.349606
1,299,-34.327221
2,300,-32.867793
3,300,-32.768708
4,301,-30.708762
5,302,-28.732771
6,302,-25.144702
7,303,-27.415599
8,303,-23.465035
9,304,-26.177401
10,305,-23.17651
11,305,-21.770575
12,306,-23.043473
13,306,-19.224386
14,307,-18.030798
15,308,-19.874821
16,308,-15.642019
17,309,-17.518581
18,309,-13.428915
19,310,-13.367363
20,311,-12.761738
21,311,-10.350498
22,312,-10.226477
23,312,-8.173495
24,313,-9.596607
25,314,-6.964629
26,314,-8.814147
27,315,-10.230776
28,315,-6.344417
29,316,-7.915556
30,317,-9.442862
31,317,-5.979708
32,318,-18.57362
33,318,-8.551104
34,319,-4.56418
35,320,-4.774625
36,320,-1.428702
37,321,-9.399845
38,321,-6.300838
39,322,-2.241019
40,323,-3.426104
41,323,-7.022639
42,324,-5.911546
43,324,-4.467891
44,325,-2.565748
45,326,-3.856491
46,326,-3.709094
47,327,-3.846474
48,327,-6.177306
49,328,-7.689806
50,329,-4.064305
51,329,-5.537372
52,330,-4.488518
53,330,-6.009538
54,331,-10.282865
55,332,-6.960422
56,332,-4.652422
57,333,-5.557551
58,333,-9.997116
59,334,-10.153426
60,335,-4.827249
61,335,-8.801837
62,336,-9.87483
63,336,-8.238535
64,337,-8.961104
65,338,-7.923619
66,338,-7.436781
67,339,-10.119749
68,339,-7.732975
69,340,-6.31101
70,341,-8.534752
71,341,-10.243185
72,342,-12.769333
73,342,-9.495403
74,343,-11.667131
75,344,-11.640253
76,344,-10.602322
77,345,-12.473305
78,345,-11.878568
79,346,-11.744405
80,347,-7.867189
81,347,-12.347187
82,348,-11.523922
83,348,-10.042067
84,349,-7.975632
85,350,-8.373159
86,350,-14.352065
87,351,-8.791942
88,351,-13.581069
89,352,-18.110462
90,353,-9.907396
91,353,-13.756907
92,354,-13.871628
93,354,-16.342451
94,355,-12.501477
95,356,-11.648903
96,356,-14.785839
97,357,-14.883138
98,357,-13.816182
99,358,-15.97684
100,359,-13.013427
101,359,-24.987778
102,360,-13.796519
103,360,-14.332143
104,361,-16.974732
105,362,-15.834878
106,362,-16.704339
107,363,-16.848945
108,363,-13.059529
109,364,-11.903492
110,365,-10.436507
111,365,-12.207514
112,366,-10.963862
113,366,-10.807474
114,367,-16.797152
115,368,-20.443906
116,368,-12.269488
117,369,-11.703613
118,369,-15.714988
119,370,-10.851801
120,371,-13.457419
121,371,-12.199996
122,372,-14.219632
123,372,-9.684205
124,373,-11.70455
125,374,-15.098566
126,374,-11.85627
127,375,-10.041402
128,375,-10.870315
129,376,-10.770289
130,377,-10.226266
131,377,-13.317524
132,378,-10.757003
133,378,-12.582285
134,379,-12.302827
135,380,-10.765274
136,380,-11.967529
137,381,-11.39336
138,381,-8.056366
139,382,-14.381569
140,383,-10.90475
141,383,-11.803332
142,384,-12.249062
143,384,-8.080577
144,385,-7.179472
145,386,-7.563387
146,386,-10.132434
147,387,-10.219087
148,387,-8.531717
149,388,-10.381534
150,389,-11.676087
151,389,-9.336024
152,390,-7.936504
153,390,-6.1934
154,391,-9.384382
155,392,-7.369711
156,392,-3.927431
157,393,-9.455003
158,393,-8.821308
159,394,-8.196504
160,395,-5.064552
