step,energy,fmax,time
0,-695.2390747070312,8.964754,0.3740675449371338
1,-695.9633178710938,8.463406,0.40691685676574707
2,-696.6192626953125,8.287512,0.3849315643310547
3,-697.1714477539062,8.162408,0.3858354091644287
4,-697.7337646484375,7.7643695,0.40816640853881836
5,-698.2675170898438,7.227337,0.3755302429199219
6,-698.6957397460938,6.685778,0.381986141204834
7,-699.1041259765625,6.209738,0.400526762008667
8,-699.4962768554688,5.832639,0.3804292678833008
9,-699.832275390625,5.5667377,0.38855600357055664
10,-700.1317749023438,5.233431,0.37610340118408203
11,-700.4097900390625,4.9814425,0.3702530860900879
12,-700.6256713867188,4.707316,0.39059019088745117
13,-700.8352661132812,4.4226446,0.38784146308898926
14,-701.0109252929688,4.243601,0.38866424560546875
15,-701.1701049804688,3.997195,0.38360023498535156
16,-701.3008422851562,3.969339,0.39145326614379883
17,-701.4297485351562,3.6597521,0.3800234794616699
18,-701.5414428710938,3.3307323,0.38975000381469727
19,-701.6480102539062,3.0150788,0.36442112922668457
20,-701.7313842773438,2.7921073,0.3708047866821289
21,-701.8123779296875,2.445767,0.39153409004211426
22,-701.8707275390625,2.0827384,0.3907294273376465
23,-701.9267578125,1.7758064,0.37892580032348633
24,-701.97216796875,1.5074404,0.3805882930755615
25,-702.021728515625,1.2251183,0.3921048641204834
26,-702.061279296875,1.1298602,0.3784453868865967
27,-702.095703125,1.1148965,0.3827958106994629
28,-702.1282958984375,1.0110419,0.3874056339263916
29,-702.1561279296875,0.90413386,0.36852431297302246
30,-702.179443359375,0.8067661,0.380399227142334
31,-702.1954956054688,0.75596136,0.397594690322876
32,-702.2105102539062,0.6914963,0.3758511543273926
33,-702.2247314453125,0.6028138,0.357820987701416
34,-702.2364501953125,0.5030147,0.38573551177978516
35,-702.2476806640625,0.4247075,0.40972471237182617
36,-702.2570190429688,0.33137763,0.3806488513946533
37,-702.2647705078125,0.26235414,0.3822598457336426
38,-702.2713012695312,0.21150759,0.3738820552825928
39,-702.2766723632812,0.20914745,0.385479211807251
40,-702.281494140625,0.18188865,0.4002814292907715
41,-702.2859497070312,0.15038326,0.37976765632629395
42,-702.2896728515625,0.1621229,0.3721461296081543
43,-702.2930908203125,0.15018345,0.4039745330810547
44,-702.2960815429688,0.12975022,0.38039207458496094
45,-702.298828125,0.12609243,0.38583898544311523
46,-702.30126953125,0.117324464,0.380237340927124
47,-702.3035888671875,0.11623115,0.36812663078308105
