step,energy,fmax,time
0,-637.312255859375,7.005288,0.41187024116516113
1,-637.9261474609375,6.711589,0.3826584815979004
2,-638.472900390625,6.3833504,0.38584065437316895
3,-638.9706420898438,6.017445,0.40641045570373535
4,-639.3836669921875,5.657158,0.3656280040740967
5,-639.767578125,5.289005,0.3711283206939697
6,-640.0823974609375,5.0321975,0.40774035453796387
7,-640.3814697265625,4.674744,0.3540935516357422
8,-640.630859375,4.3576984,0.37758588790893555
9,-640.8414306640625,4.0554614,0.40168285369873047
10,-641.0277709960938,3.8543417,0.37215113639831543
11,-641.194091796875,3.5073595,0.34302473068237305
12,-641.343505859375,3.2545767,0.37396883964538574
13,-641.462158203125,3.039159,0.37274599075317383
14,-641.5623168945312,2.7613034,0.4192018508911133
15,-641.6566772460938,2.5773113,0.38340282440185547
16,-641.7391357421875,2.3554015,0.358959436416626
17,-641.805908203125,2.2091916,0.3705480098724365
18,-641.8626098632812,2.006968,0.37140965461730957
19,-641.91943359375,1.81861,0.36678218841552734
20,-641.9697875976562,1.6747047,0.3779013156890869
21,-642.012939453125,1.3564585,0.37977027893066406
22,-642.0467529296875,1.2484109,0.37804126739501953
23,-642.0748901367188,1.1038715,0.37044596672058105
24,-642.1048583984375,0.8942376,0.37245774269104004
25,-642.1281127929688,0.8550657,0.34421205520629883
26,-642.15283203125,0.6578985,0.44357728958129883
27,-642.170654296875,0.6039556,0.3829035758972168
28,-642.1861572265625,0.49625766,0.38399791717529297
29,-642.20166015625,0.37169617,0.38976216316223145
30,-642.2134399414062,0.37134868,0.3973867893218994
31,-642.2255859375,0.46999133,0.3901481628417969
32,-642.2362060546875,0.36005902,0.36098265647888184
33,-642.2447509765625,0.44000134,0.35741639137268066
34,-642.25244140625,0.38500145,0.3818514347076416
35,-642.2593994140625,0.44556513,0.4200460910797119
36,-642.2664184570312,0.43039584,0.3757975101470947
37,-642.2716064453125,0.411739,0.366901159286499
38,-642.2769775390625,0.40217355,0.38134241104125977
39,-642.28173828125,0.4315411,0.4348633289337158
40,-642.2859497070312,0.3770079,0.3834261894226074
41,-642.2901611328125,0.3286632,0.33481884002685547
42,-642.2940673828125,0.20394605,0.3377652168273926
43,-642.29736328125,0.26589453,0.39217448234558105
44,-642.3001098632812,0.2687381,0.36655569076538086
45,-642.3029174804688,0.33205202,0.356234073638916
46,-642.3055419921875,0.20735364,0.3640594482421875
