episode,total_steps,return,steps,done_reason,fmax_last,buffer_size,cif_path
0,5,-9.811191,5,bond,7429.893555,297,"mofs/train_pool_valid/qmof-08f6834.cif"
1,9,-7.972519,4,bond,2812.358398,643,"mofs/train_pool_valid/qmof-61d7076.cif"
2,14,-6.672119,5,bond,78.327736,983,"mofs/train_pool_valid/qmof-5692fe2.cif"
3,19,-7.769385,5,bond,3707.511230,1453,"mofs/train_pool_valid/qmof-4e4871b.cif"
4,24,-7.224253,5,bond,1450.772705,1915,"mofs/train_pool_valid/qmof-3067afa.cif"
5,29,-7.993174,5,bond,467.716034,2335,"mofs/train_pool_valid/qmof-22f5c5c.cif"
6,34,-7.718308,5,bond,1282.318359,2823,"mofs/train_pool_valid/qmof-f1f9075.cif"
7,38,-9.149016,4,bond,12083.402344,3259,"mofs/train_pool_valid/qmof-c218ed4.cif"
8,42,-6.696966,4,bond,3813.570312,3687,"mofs/train_pool_valid/qmof-1df1f71.cif"
9,45,-5.189029,3,bond,1046.395264,3959,"mofs/train_pool_valid/qmof-d29bd71.cif"
10,50,-6.671684,5,bond,125.067818,4301,"mofs/train_pool_valid/qmof-94ee8a1.cif"
11,56,-8.497829,6,bond,131.762619,4705,"mofs/train_pool_valid/qmof-0b98df9.cif"
12,61,-7.120121,5,bond,1452.893555,5093,"mofs/train_pool_valid/qmof-0ac08a6.cif"
13,65,-5.891655,4,bond,187.446030,5397,"mofs/train_pool_valid/qmof-2042bd9.cif"
14,68,-6.773413,3,bond,683.645081,5599,"mofs/train_pool_valid/qmof-4c7d737.cif"
15,73,-8.887361,5,bond,4793.087402,6067,"mofs/train_pool_valid/qmof-524d0bd.cif"
16,77,-7.142269,4,bond,845.335754,6495,"mofs/train_pool_valid/qmof-b441094.cif"
17,81,-8.802708,4,bond,8212.691406,6935,"mofs/train_pool_valid/qmof-d6ce5a5.cif"
18,86,-7.472544,5,bond,2203.269287,7483,"mofs/train_pool_valid/qmof-097389c.cif"
19,90,-7.645518,4,bond,311.501556,7811,"mofs/train_pool_valid/qmof-c81c070.cif"
20,95,-8.183935,5,bond,4663.402344,8171,"mofs/train_pool_valid/qmof-45804f7.cif"
21,102,-8.932272,7,bond,1225.387085,8681,"mofs/train_pool_valid/qmof-e7b4875.cif"
22,107,-8.153058,5,bond,551.623413,9001,"mofs/train_pool_valid/qmof-fb27fc1.cif"
23,114,-10.715610,7,bond,3795.911621,9526,"mofs/train_pool_valid/qmof-c1eb32e.cif"
24,118,-7.679810,4,bond,449.986969,9900,"mofs/train_pool_valid/qmof-943ba5c.cif"
25,121,-5.618625,3,bond,124.173698,10192,"mofs/train_pool_valid/qmof-4d1b04c.cif"
26,126,-8.020965,5,bond,2283.537354,10586,"mofs/train_pool_valid/qmof-9fad232.cif"
27,131,-7.300824,5,bond,383.843170,10958,"mofs/train_pool_valid/qmof-d21be4e.cif"
28,135,-7.553195,4,bond,248.249756,11286,"mofs/train_pool_valid/qmof-632304d.cif"
29,140,-7.704948,5,bond,2010.765381,11782,"mofs/train_pool_valid/qmof-01edd7e.cif"
30,144,-8.251619,4,bond,1218.618530,12182,"mofs/train_pool_valid/qmof-374f54b.cif"
31,149,-7.279298,5,bond,193.507004,12602,"mofs/train_pool_valid/qmof-fa17d4c.cif"
32,154,-7.197413,5,bond,948.471008,13054,"mofs/train_pool_valid/qmof-954c057.cif"
33,160,-8.485951,6,bond,3720.065674,13646,"mofs/train_pool_valid/qmof-78b934a.cif"
34,166,-9.202468,6,bond,1023.222534,14086,"mofs/train_pool_valid/qmof-6313ccd.cif"
35,170,-7.139795,4,bond,168.480972,14424,"mofs/train_pool_valid/qmof-35e0b44.cif"
36,174,-8.382754,4,bond,4427.647461,14766,"mofs/train_pool_valid/qmof-4b12f48.cif"
37,179,-8.387355,5,bond,113.437088,15102,"mofs/train_pool_valid/qmof-7733b97.cif"
38,183,-6.939089,4,bond,1657.354492,15382,"mofs/train_pool_valid/qmof-22ee43c.cif"
39,188,-8.277839,5,bond,19596.066406,15822,"mofs/train_pool_valid/qmof-1ffb434.cif"
40,192,-6.983947,4,bond,205.782333,16186,"mofs/train_pool_valid/qmof-85e1f38.cif"
41,198,-8.584697,6,bond,101.392166,16634,"mofs/train_pool_valid/qmof-215da5f.cif"
42,203,-7.332628,5,bond,1223.482178,17088,"mofs/train_pool_valid/qmof-7ed4e7b.cif"
43,208,-7.365435,5,bond,513.317017,17629,"mofs/train_pool_valid/qmof-7a0e225.cif"
44,212,-7.040446,4,bond,4830.083984,18023,"mofs/train_pool_valid/qmof-d74c3da.cif"
45,216,-7.924021,4,bond,2458.113281,18415,"mofs/train_pool_valid/qmof-5d3e22d.cif"
46,220,-6.426568,4,bond,277.149994,18807,"mofs/train_pool_valid/qmof-0f515e2.cif"
47,225,-6.935303,5,bond,230.596161,19333,"mofs/train_pool_valid/qmof-a37f8d6.cif"
48,230,-9.157764,5,bond,4427.042969,19821,"mofs/train_pool_valid/qmof-bf8301b.cif"
49,233,-6.283392,3,bond,731.074158,20065,"mofs/train_pool_valid/qmof-2ae9d62.cif"
50,240,-9.861033,7,bond,15167.915039,20647,"mofs/train_pool_valid/qmof-8531dca.cif"
51,244,-7.781908,4,bond,19724.921875,21027,"mofs/train_pool_valid/qmof-1a6c50b.cif"
52,249,-7.573935,5,bond,228.639938,21451,"mofs/train_pool_valid/qmof-c4d5761.cif"
53,253,-7.716557,4,bond,4861.050781,21791,"mofs/train_pool_valid/qmof-6851f8d.cif"
54,259,-7.344881,6,bond,307.078217,22451,"mofs/train_pool_valid/qmof-dfe3f39.cif"
55,266,-10.543358,7,bond,18802.845703,23143,"mofs/train_pool_valid/qmof-dc6f906.cif"
56,269,-5.902605,3,bond,984.777527,23409,"mofs/train_pool_valid/qmof-7fca3ad.cif"
57,275,-8.957128,6,bond,3116.591309,23961,"mofs/train_pool_valid/qmof-ce154fe.cif"
58,280,-7.342105,5,bond,753.578308,24515,"mofs/train_pool_valid/qmof-430704b.cif"
59,285,-9.036561,5,bond,5325.193359,25037,"mofs/train_pool_valid/qmof-fc03278.cif"
60,291,-8.212580,6,bond,1574.246704,25681,"mofs/train_pool_valid/qmof-179b653.cif"
61,297,-8.627760,6,bond,2637.094238,26149,"mofs/train_pool_valid/qmof-1033c27.cif"
62,303,-7.107750,6,bond,1506.167725,26621,"mofs/train_pool_valid/qmof-ec16514.cif"
63,306,-5.846429,3,bond,505.500458,26885,"mofs/train_pool_valid/qmof-4fe2b3b.cif"
64,311,-8.882879,5,bond,2164.614502,27421,"mofs/train_pool_valid/qmof-67389c3.cif"
65,316,-9.011862,5,bond,512.201843,27961,"mofs/train_pool_valid/qmof-1acb010.cif"
66,320,-6.317357,4,bond,66.145920,28393,"mofs/train_pool_valid/qmof-526eb14.cif"
67,325,-7.775237,5,bond,2707.740234,28910,"mofs/train_pool_valid/qmof-22b6794.cif"
68,330,-7.466237,5,bond,131.089615,29301,"mofs/train_pool_valid/qmof-85e55eb.cif"
69,336,-10.116652,6,bond,4302.354980,29699,"mofs/train_pool_valid/qmof-63145b6.cif"
70,340,-8.930207,4,bond,34549.085938,30063,"mofs/train_pool_valid/qmof-a17655f.cif"
71,346,-10.843623,6,bond,6839.520508,30703,"mofs/train_pool_valid/qmof-e225745.cif"
72,352,-8.147192,6,bond,1736.144653,31291,"mofs/train_pool_valid/qmof-80b98b7.cif"
73,357,-8.829611,5,bond,6247.413086,31699,"mofs/train_pool_valid/qmof-38a58d5.cif"
74,363,-10.629036,6,bond,2029.404907,32147,"mofs/train_pool_valid/qmof-824883b.cif"
75,367,-6.896769,4,bond,1744.630371,32435,"mofs/train_pool_valid/qmof-7d8ce0e.cif"
76,373,-9.278744,6,bond,460.043701,32831,"mofs/train_pool_valid/qmof-49076f5.cif"
77,380,-8.450112,7,bond,156.843735,33501,"mofs/train_pool_valid/qmof-efc1075.cif"
78,385,-6.790109,5,bond,228.492813,33921,"mofs/train_pool_valid/qmof-5e2dc9c.cif"
79,392,-10.088837,7,bond,1243.075928,34457,"mofs/train_pool_valid/qmof-fb59727.cif"
80,397,-6.736711,5,bond,251.062927,34845,"mofs/train_pool_valid/qmof-f4464ff.cif"
81,402,-9.314879,5,bond,3838.087402,35225,"mofs/train_pool_valid/qmof-e6fc101.cif"
82,408,-8.598205,6,bond,727.753723,35665,"mofs/train_pool_valid/qmof-181fecb.cif"
83,414,-9.849638,6,bond,2821.757568,36249,"mofs/train_pool_valid/qmof-d96997b.cif"
84,418,-6.684192,4,bond,337.952728,36669,"mofs/train_pool_valid/qmof-e203bf0.cif"
85,421,-5.638982,3,bond,152.453125,36957,"mofs/train_pool_valid/qmof-3b788a6.cif"
86,427,-8.508597,6,bond,372.403778,37549,"mofs/train_pool_valid/qmof-bedb824.cif"
87,431,-7.441452,4,bond,5987.147461,37877,"mofs/train_pool_valid/qmof-5692e6a.cif"
88,437,-7.788907,6,bond,7552.875000,38461,"mofs/train_pool_valid/qmof-38fda8a.cif"
89,443,-7.225200,6,bond,365.826752,39037,"mofs/train_pool_valid/qmof-a45ca63.cif"
90,448,-7.324956,5,bond,147.278564,39431,"mofs/train_pool_valid/qmof-85aeb56.cif"
91,453,-6.989930,5,bond,276.014038,39879,"mofs/train_pool_valid/qmof-5f7c6d5.cif"
92,460,-11.741986,7,bond,5788.044922,40469,"mofs/train_pool_valid/qmof-e387857.cif"
93,467,-9.090826,7,bond,1287.816650,40995,"mofs/train_pool_valid/qmof-f5a8443.cif"
94,475,-9.706681,8,bond,1091.927368,41581,"mofs/train_pool_valid/qmof-c6d5b12.cif"
95,479,-5.864107,4,bond,101.073715,41893,"mofs/train_pool_valid/qmof-4cdc447.cif"
96,483,-5.753610,4,bond,311.725220,42211,"mofs/train_pool_valid/qmof-f491166.cif"
97,489,-7.435175,6,bond,340.981018,42623,"mofs/train_pool_valid/qmof-73b0d64.cif"
98,493,-5.886888,4,bond,214.096664,42905,"mofs/train_pool_valid/qmof-13ca6e3.cif"
99,499,-9.411208,6,bond,2730.774902,43449,"mofs/train_pool_valid/qmof-5083a07.cif"
100,503,-6.909934,4,bond,2904.359131,43833,"mofs/train_pool_valid/qmof-0bbbcb5.cif"
101,508,-8.287580,5,bond,10325.616211,44309,"mofs/train_pool_valid/qmof-708e4d8.cif"
102,513,-8.589993,5,bond,2026.876953,44801,"mofs/train_pool_valid/qmof-8df56c1.cif"
103,519,-6.860778,6,bond,477.763672,45293,"mofs/train_pool_valid/qmof-5e7e509.cif"
104,523,-6.920055,4,bond,1517.061035,45607,"mofs/train_pool_valid/qmof-166954d.cif"
105,527,-8.681701,4,bond,8652.530273,45957,"mofs/train_pool_valid/qmof-4973626.cif"
106,532,-7.909355,5,bond,12805.013672,46463,"mofs/train_pool_valid/qmof-ca968a3.cif"
107,535,-5.510132,3,bond,218.209549,46791,"mofs/train_pool_valid/qmof-702a0a9.cif"
108,541,-8.587392,6,bond,129.772400,47323,"mofs/train_pool_valid/qmof-4a0f1fc.cif"
109,545,-5.753594,4,bond,227.817291,47717,"mofs/train_pool_valid/qmof-e9bfd48.cif"
110,550,-6.954863,5,bond,374.307465,48221,"mofs/train_pool_valid/qmof-b1dd1e9.cif"
111,557,-10.823936,7,bond,4337.380859,48787,"mofs/train_pool_valid/qmof-8be7b17.cif"
112,562,-7.847123,5,bond,3685.067871,49207,"mofs/train_pool_valid/qmof-e4d19f2.cif"
113,567,-6.193127,5,bond,128.060852,49599,"mofs/train_pool_valid/qmof-a36b5af.cif"
114,573,-9.945017,6,bond,9489.805664,50199,"mofs/train_pool_valid/qmof-3195183.cif"
115,577,-8.227702,4,bond,1151.881714,50587,"mofs/train_pool_valid/qmof-5d52dfb.cif"
116,583,-11.667104,6,bond,201516.468750,51059,"mofs/train_pool_valid/qmof-3067afa.cif"
117,588,-8.713569,5,bond,10343.380859,51413,"mofs/train_pool_valid/qmof-5718ab1.cif"
118,593,-7.269038,5,bond,1238.891602,51884,"mofs/train_pool_valid/qmof-c82cbb7.cif"
119,600,-10.273034,7,bond,231818.843750,52430,"mofs/train_pool_valid/qmof-c04b7b9.cif"
120,604,-7.387239,4,bond,8928.356445,52790,"mofs/train_pool_valid/qmof-5c97ebc.cif"
121,612,-9.316603,8,bond,99.913948,53442,"mofs/train_pool_valid/qmof-d08dcb5.cif"
122,616,-8.837824,4,bond,2838.404541,53728,"mofs/train_pool_valid/qmof-97bca44.cif"
123,621,-10.597470,5,bond,2801.893799,54156,"mofs/train_pool_valid/qmof-d05d631.cif"
124,625,-5.569054,4,bond,69.814888,54568,"mofs/train_pool_valid/qmof-8d3b23c.cif"
125,629,-6.932265,4,bond,586.673401,54954,"mofs/train_pool_valid/qmof-7fe12e1.cif"
126,636,-8.562774,7,bond,95.699875,55486,"mofs/train_pool_valid/qmof-4cb8498.cif"
127,639,-5.350118,3,bond,664.367493,55736,"mofs/train_pool_valid/qmof-2ff8597.cif"
128,644,-7.199512,5,bond,294.884857,56162,"mofs/train_pool_valid/qmof-b5e491c.cif"
129,648,-6.652109,4,bond,1823.084229,56508,"mofs/train_pool_valid/qmof-b0214d8.cif"
130,653,-8.291921,5,bond,1930.935547,57003,"mofs/train_pool_valid/qmof-1f56bb6.cif"
131,658,-8.029148,5,bond,299.690491,57525,"mofs/train_pool_valid/qmof-10b52ba.cif"
132,662,-5.882196,4,bond,783.748596,57973,"mofs/train_pool_valid/qmof-25cd768.cif"
133,669,-8.667582,7,bond,682.090210,58785,"mofs/train_pool_valid/qmof-350f9ea.cif"
134,674,-9.573229,5,bond,12063.890625,59368,"mofs/train_pool_valid/qmof-df50092.cif"
135,679,-7.758663,5,bond,376.547211,59848,"mofs/train_pool_valid/qmof-376ea57.cif"
136,683,-6.965501,4,bond,311.572083,60172,"mofs/train_pool_valid/qmof-f351ef7.cif"
137,689,-8.635271,6,bond,143.431107,60660,"mofs/train_pool_valid/qmof-9533602.cif"
138,694,-6.480667,5,bond,4668.006836,61124,"mofs/train_pool_valid/qmof-d481578.cif"
139,699,-9.408823,5,bond,2380.018066,61624,"mofs/train_pool_valid/qmof-1590633.cif"
140,703,-8.654667,4,bond,2963.365967,61964,"mofs/train_pool_valid/qmof-87b704c.cif"
141,708,-8.433733,5,bond,4164.363281,62356,"mofs/train_pool_valid/qmof-86929da.cif"
142,715,-8.811278,7,bond,1186.071899,62844,"mofs/train_pool_valid/qmof-d46ee4f.cif"
143,718,-6.220358,3,bond,200.934601,63046,"mofs/train_pool_valid/qmof-a6c2dc0.cif"
144,723,-8.925657,5,bond,3028.785645,63452,"mofs/train_pool_valid/qmof-bd47743.cif"
145,728,-9.512548,5,bond,2450.140625,63936,"mofs/train_pool_valid/qmof-59216ed.cif"
146,733,-7.601719,5,bond,252.773666,64396,"mofs/train_pool_valid/qmof-c5532d8.cif"
147,738,-8.080590,5,bond,5215.999512,64756,"mofs/train_pool_valid/qmof-03894a2.cif"
148,744,-10.210515,6,bond,1821.331421,65164,"mofs/train_pool_valid/qmof-f3344fd.cif"
149,750,-7.229617,6,bond,351.028076,65656,"mofs/train_pool_valid/qmof-2773926.cif"
150,756,-8.895965,6,bond,1252.909668,66104,"mofs/train_pool_valid/qmof-f3c6526.cif"
151,760,-6.556432,4,bond,1284.716675,66480,"mofs/train_pool_valid/qmof-bfa7cd1.cif"
152,764,-7.909651,4,bond,2402.746582,66940,"mofs/train_pool_valid/qmof-5e04df0.cif"
153,769,-7.273440,5,bond,227.671448,67388,"mofs/train_pool_valid/qmof-e3eee18.cif"
154,773,-7.590213,4,bond,1711.739136,67738,"mofs/train_pool_valid/qmof-78b016a.cif"
155,778,-6.759781,5,bond,107.661957,68206,"mofs/train_pool_valid/qmof-264ad8f.cif"
156,782,-8.141827,4,bond,342.339233,68558,"mofs/train_pool_valid/qmof-6864a0e.cif"
157,789,-9.717867,7,bond,1828.315063,69140,"mofs/train_pool_valid/qmof-99eb0be.cif"
158,795,-8.305758,6,bond,386.490601,69608,"mofs/train_pool_valid/qmof-36e178b.cif"
159,801,-8.565334,6,bond,7831.365723,70104,"mofs/train_pool_valid/qmof-a196ea1.cif"
160,806,-7.459967,5,bond,361.784210,70588,"mofs/train_pool_valid/qmof-011c3e3.cif"
161,812,-7.025752,6,bond,2730.840088,71260,"mofs/train_pool_valid/qmof-5ce863d.cif"
162,817,-8.438070,5,bond,3484.909180,71822,"mofs/train_pool_valid/qmof-b23c232.cif"
163,821,-5.642991,4,bond,349.259460,72226,"mofs/train_pool_valid/qmof-3dfec94.cif"
164,824,-7.291583,3,bond,11204.074219,72490,"mofs/train_pool_valid/qmof-b51f1fa.cif"
165,828,-8.223414,4,bond,5928.389160,72818,"mofs/train_pool_valid/qmof-2473511.cif"
166,835,-9.859482,7,bond,3585.810059,73371,"mofs/train_pool_valid/qmof-debb278.cif"
167,839,-5.519586,4,bond,247.796005,73761,"mofs/train_pool_valid/qmof-6a17ede.cif"
168,846,-13.462294,7,bond,32326.554688,74417,"mofs/train_pool_valid/qmof-e300fed.cif"
169,851,-9.449027,5,bond,323.222870,74825,"mofs/train_pool_valid/qmof-b51f1fa.cif"
170,854,-5.587270,3,bond,259.721985,75059,"mofs/train_pool_valid/qmof-d9678a4.cif"
171,861,-11.465506,7,bond,2379.203857,75557,"mofs/train_pool_valid/qmof-4581200.cif"
172,865,-6.732929,4,bond,235.941498,75929,"mofs/train_pool_valid/qmof-350f9ea.cif"
173,870,-9.755501,5,bond,489.517090,76383,"mofs/train_pool_valid/qmof-83bc42a.cif"
174,875,-5.751350,5,bond,498.051239,76783,"mofs/train_pool_valid/qmof-380a2f6.cif"
175,879,-7.106890,4,bond,169.423462,77095,"mofs/train_pool_valid/qmof-c060980.cif"
176,885,-8.518727,6,bond,1316.493896,77687,"mofs/train_pool_valid/qmof-bda7761.cif"
177,890,-8.151777,5,bond,8124.513672,78229,"mofs/train_pool_valid/qmof-00324c8.cif"
178,895,-7.753048,5,bond,2462.187500,78675,"mofs/train_pool_valid/qmof-d55dcc4.cif"
179,903,-11.881090,8,bond,4684.689453,79227,"mofs/train_pool_valid/qmof-73aa17b.cif"
180,908,-10.298743,5,bond,23334.541016,79659,"mofs/train_pool_valid/qmof-ae10753.cif"
181,914,-11.304783,6,bond,29522.103516,80147,"mofs/train_pool_valid/qmof-063efc4.cif"
182,918,-7.680749,4,bond,1768.405884,80515,"mofs/train_pool_valid/qmof-267b04e.cif"
183,921,-6.767731,3,bond,3754.754883,80813,"mofs/train_pool_valid/qmof-8045d77.cif"
184,927,-8.765394,6,bond,3132.196777,81401,"mofs/train_pool_valid/qmof-6db07a6.cif"
185,932,-8.859909,5,bond,1749.747559,81867,"mofs/train_pool_valid/qmof-54e3d77.cif"
186,939,-11.104368,7,bond,41017.019531,82371,"mofs/train_pool_valid/qmof-14525b3.cif"
187,945,-9.684806,6,bond,6282.393555,82851,"mofs/train_pool_valid/qmof-5572326.cif"
188,951,-11.191330,6,bond,1498.250977,83279,"mofs/train_pool_valid/qmof-caa7611.cif"
189,956,-7.656973,5,bond,463.212921,83719,"mofs/train_pool_valid/qmof-1a6c50b.cif"
190,961,-9.199432,5,bond,5305.664062,84281,"mofs/train_pool_valid/qmof-1d8ceca.cif"
191,966,-8.049737,5,bond,1843.905640,84823,"mofs/train_pool_valid/qmof-ad2c0ca.cif"
192,972,-9.524644,6,bond,11629.039062,85411,"mofs/train_pool_valid/qmof-175a5d9.cif"
193,976,-7.093088,4,bond,224.005188,85771,"mofs/train_pool_valid/qmof-be7c662.cif"
194,980,-6.887421,4,bond,2416.896729,86131,"mofs/train_pool_valid/qmof-2b351d2.cif"
195,983,-6.464316,3,bond,110.416328,86407,"mofs/train_pool_valid/qmof-2c2efe3.cif"
196,988,-7.914937,5,bond,716.256592,86767,"mofs/train_pool_valid/qmof-eb94d2d.cif"
197,993,-7.906240,5,bond,1665.828735,87165,"mofs/train_pool_valid/qmof-a92f564.cif"
198,998,-7.314388,5,bond,268.818237,87567,"mofs/train_pool_valid/qmof-c3d1c9d.cif"
199,1003,-7.173525,5,bond,278.326935,88009,"mofs/train_pool_valid/qmof-39c37e1.cif"
200,1008,-8.914972,5,bond,2287.387695,88487,"mofs/train_pool_valid/qmof-5d60111.cif"
201,1014,-9.405512,6,bond,10629.667969,88943,"mofs/train_pool_valid/qmof-bcc1269.cif"
202,1020,-8.856595,6,bond,3686.711426,89493,"mofs/train_pool_valid/qmof-d85ca31.cif"
203,1026,-9.940024,6,bond,3053.068848,89957,"mofs/train_pool_valid/qmof-9581ef1.cif"
204,1030,-7.736176,4,bond,2742.058838,90297,"mofs/train_pool_valid/qmof-49c86f7.cif"
205,1035,-7.804317,5,bond,12053.734375,90845,"mofs/train_pool_valid/qmof-c05888d.cif"
206,1043,-15.201163,8,bond,22019.843750,91501,"mofs/train_pool_valid/qmof-f61d5ce.cif"
207,1048,-6.471635,5,bond,229.429535,91885,"mofs/train_pool_valid/qmof-46324de.cif"
208,1053,-8.598593,5,bond,977.640869,92267,"mofs/train_pool_valid/qmof-fee6f21.cif"
209,1059,-8.699986,6,bond,216.376007,92839,"mofs/train_pool_valid/qmof-6f53f75.cif"
210,1063,-6.284272,4,bond,70.620300,93187,"mofs/train_pool_valid/qmof-8d254b7.cif"
211,1068,-8.306628,5,bond,1680.896973,93509,"mofs/train_pool_valid/qmof-f04c67c.cif"
212,1075,-10.620278,7,bond,1301.409790,93983,"mofs/train_pool_valid/qmof-e7b4875.cif"
213,1078,-6.562033,3,bond,2359.614258,94235,"mofs/train_pool_valid/qmof-839a2a7.cif"
214,1083,-7.745848,5,bond,1331.036865,94753,"mofs/train_pool_valid/qmof-9b41c8c.cif"
215,1089,-10.491235,6,bond,1900.943237,95205,"mofs/train_pool_valid/qmof-b8f1e8e.cif"
216,1095,-13.876162,6,bond,2940368.750000,95637,"mofs/train_pool_valid/qmof-a0936dc.cif"
217,1100,-9.723265,5,bond,20160.091797,95999,"mofs/train_pool_valid/qmof-297ee2d.cif"
218,1106,-11.080124,6,bond,1300.752808,96387,"mofs/train_pool_valid/qmof-576fe59.cif"
219,1110,-9.385154,4,bond,2144.813965,96631,"mofs/train_pool_valid/qmof-4ef8443.cif"
220,1114,-6.779585,4,bond,753.077820,96907,"mofs/train_pool_valid/qmof-15bcb48.cif"
221,1118,-5.469351,4,bond,146.042007,97287,"mofs/train_pool_valid/qmof-77e8a1f.cif"
222,1123,-7.683788,5,bond,364.316620,97733,"mofs/train_pool_valid/qmof-075d3eb.cif"
223,1127,-6.368684,4,bond,3433.491455,98105,"mofs/train_pool_valid/qmof-d1f7039.cif"
224,1133,-8.920940,6,bond,25738.314453,98697,"mofs/train_pool_valid/qmof-c5996c8.cif"
225,1137,-6.475375,4,bond,451.917664,99025,"mofs/train_pool_valid/qmof-51097b4.cif"
226,1141,-8.288687,4,bond,182.482635,99289,"mofs/train_pool_valid/qmof-d1f96a7.cif"
227,1146,-10.267355,5,bond,5043.737305,99679,"mofs/train_pool_valid/qmof-4d08885.cif"
228,1151,-8.409376,5,bond,837.035889,100063,"mofs/train_pool_valid/qmof-020f390.cif"
229,1156,-7.071205,5,bond,146.457565,100529,"mofs/train_pool_valid/qmof-18059b1.cif"
230,1160,-7.242720,4,bond,3135.721191,100869,"mofs/train_pool_valid/qmof-fd1f953.cif"
231,1165,-6.640055,5,bond,123.442223,101223,"mofs/train_pool_valid/qmof-e0c423e.cif"
232,1171,-8.492352,6,bond,110.431587,101627,"mofs/train_pool_valid/qmof-149aeaf.cif"
233,1177,-8.417704,6,bond,417.625580,102111,"mofs/train_pool_valid/qmof-5075011.cif"
234,1182,-9.169243,5,bond,1005.795471,102471,"mofs/train_pool_valid/qmof-16de531.cif"
235,1187,-8.653104,5,bond,6049.950195,102873,"mofs/train_pool_valid/qmof-0b55938.cif"
236,1190,-5.365975,3,bond,464.250671,103155,"mofs/train_pool_valid/qmof-7571eaa.cif"
237,1195,-7.324636,5,bond,242.330963,103652,"mofs/train_pool_valid/qmof-17ff8b1.cif"
238,1200,-6.092522,5,bond,342.040405,104218,"mofs/train_pool_valid/qmof-b7c4144.cif"
239,1205,-8.127891,5,bond,11868.601562,104806,"mofs/train_pool_valid/qmof-545c247.cif"
240,1209,-6.780519,4,bond,281.029327,105270,"mofs/train_pool_valid/qmof-6332593.cif"
241,1213,-9.445894,4,bond,3352.626953,105658,"mofs/train_pool_valid/qmof-ef538ec.cif"
242,1217,-6.507282,4,bond,170.856567,105946,"mofs/train_pool_valid/qmof-acef972.cif"
243,1221,-5.895000,4,bond,360.697357,106294,"mofs/train_pool_valid/qmof-4a90c3e.cif"
244,1227,-9.943297,6,bond,2597.197021,106958,"mofs/train_pool_valid/qmof-c05888d.cif"
245,1232,-10.120002,5,bond,6513.321289,107446,"mofs/train_pool_valid/qmof-2db923e.cif"
246,1236,-8.016587,4,bond,12556.233398,107746,"mofs/train_pool_valid/qmof-cbe57c8.cif"
247,1241,-8.604277,5,bond,152.191452,108122,"mofs/train_pool_valid/qmof-cda9fd1.cif"
248,1246,-9.046663,5,bond,347.956268,108494,"mofs/train_pool_valid/qmof-a80578f.cif"
249,1250,-8.388235,4,bond,1925.227905,108822,"mofs/train_pool_valid/qmof-55f4d83.cif"
250,1256,-9.645606,6,bond,23732.441406,109478,"mofs/train_pool_valid/qmof-a81e277.cif"
251,1260,-7.291407,4,bond,382.057739,109870,"mofs/train_pool_valid/qmof-900340c.cif"
252,1267,-9.424853,7,bond,1964.802612,110350,"mofs/train_pool_valid/qmof-4288fb3.cif"
253,1273,-8.487314,6,bond,760.332581,110870,"mofs/train_pool_valid/qmof-206f428.cif"
254,1281,-15.027739,8,bond,22656.308594,111474,"mofs/train_pool_valid/qmof-2160282.cif"
255,1285,-8.207526,4,bond,5599.037598,111826,"mofs/train_pool_valid/qmof-eb59e39.cif"
256,1289,-9.903610,4,bond,1592663.000000,112266,"mofs/train_pool_valid/qmof-98d94aa.cif"
257,1293,-6.421610,4,bond,143.519440,112662,"mofs/train_pool_valid/qmof-7d2356b.cif"
258,1297,-7.942287,4,bond,2515.545898,113014,"mofs/train_pool_valid/qmof-95aa0a6.cif"
259,1302,-6.722402,5,bond,2727.969238,113548,"mofs/train_pool_valid/qmof-9140a3c.cif"
260,1309,-10.721723,7,bond,826496.375000,114324,"mofs/train_pool_valid/qmof-a645700.cif"
261,1315,-9.163349,6,bond,9986.999023,114960,"mofs/train_pool_valid/qmof-12fff70.cif"
262,1320,-7.915968,5,bond,2975.590088,115383,"mofs/train_pool_valid/qmof-f0aa616.cif"
263,1325,-9.451583,5,bond,5615.212891,115723,"mofs/train_pool_valid/qmof-e9201ea.cif"
264,1330,-7.351904,5,bond,1533.539551,116215,"mofs/train_pool_valid/qmof-e647695.cif"
265,1339,-12.479743,9,bond,3561.213623,116931,"mofs/train_pool_valid/qmof-2202f09.cif"
266,1343,-6.314834,4,bond,122.525848,117259,"mofs/train_pool_valid/qmof-14f8281.cif"
267,1350,-8.536480,7,bond,2846.227783,117851,"mofs/train_pool_valid/qmof-8e4b4ba.cif"
268,1356,-6.976585,6,bond,5125.388184,118411,"mofs/train_pool_valid/qmof-7873cd2.cif"
269,1360,-8.488588,4,bond,6115.889160,118791,"mofs/train_pool_valid/qmof-25af73a.cif"
270,1366,-9.447121,6,bond,514.769958,119275,"mofs/train_pool_valid/qmof-57ccf52.cif"
271,1372,-7.889468,6,bond,705.095032,119787,"mofs/train_pool_valid/qmof-42e0f21.cif"
272,1376,-6.430022,4,bond,519.055786,120187,"mofs/train_pool_valid/qmof-4280630.cif"
273,1380,-8.926627,4,bond,2509.858887,120639,"mofs/train_pool_valid/qmof-bf937bb.cif"
274,1386,-7.907076,6,bond,562.782227,121159,"mofs/train_pool_valid/qmof-9f8e842.cif"
