episode,total_steps,return,steps,done_reason,fmax_last,buffer_size,cif_path
800,34298,-69.531540,64,bond,10738.451172,300000,"mofs/train_pool_valid/qmof-7ffb302.cif"
801,34326,-47.933280,28,bond,114.327011,300000,"mofs/train_pool_valid/qmof-e221acb.cif"
802,34349,-47.963136,23,bond,105.357315,300000,"mofs/train_pool_valid/qmof-a39fc01.cif"
803,34364,-32.672888,15,bond,57.374294,300000,"mofs/train_pool_valid/qmof-fcf9e4e.cif"
804,34396,-56.609446,32,bond,159.391327,300000,"mofs/train_pool_valid/qmof-351499c.cif"
805,34426,-49.792201,30,bond,3470.612549,300000,"mofs/train_pool_valid/qmof-9a21157.cif"
806,34449,-46.235322,23,bond,106.934959,300000,"mofs/train_pool_valid/qmof-3d45a02.cif"
807,34465,-30.570809,16,bond,84.302307,300000,"mofs/train_pool_valid/qmof-ba852ff.cif"
808,34514,-84.988979,49,bond,150.302551,300000,"mofs/train_pool_valid/qmof-e7ec47b.cif"
809,34528,-26.224340,14,bond,46.335201,300000,"mofs/train_pool_valid/qmof-5f85fca.cif"
810,34547,-32.676298,19,bond,134.485489,300000,"mofs/train_pool_valid/qmof-dbb129d.cif"
811,34563,-29.883968,16,bond,133.355118,300000,"mofs/train_pool_valid/qmof-c00e9c8.cif"
812,34609,-91.257556,46,bond,59.417305,300000,"mofs/train_pool_valid/qmof-ac1fa2d.cif"
813,34624,-31.381304,15,bond,144.643250,300000,"mofs/train_pool_valid/qmof-a56ab4f.cif"
814,34643,-36.933387,19,bond,115.588478,300000,"mofs/train_pool_valid/qmof-9a4ccd1.cif"
815,34674,-48.015845,31,bond,87.886734,300000,"mofs/train_pool_valid/qmof-d329f49.cif"
816,34690,-30.497787,16,bond,61.456871,300000,"mofs/train_pool_valid/qmof-5ec17b1.cif"
817,34706,-35.415188,16,bond,148.771851,300000,"mofs/train_pool_valid/qmof-7322852.cif"
818,34739,-68.130235,33,bond,60.310703,300000,"mofs/train_pool_valid/qmof-56b47d4.cif"
819,34749,-21.975863,10,bond,58.624664,300000,"mofs/train_pool_valid/qmof-1de40a5.cif"
820,34767,-42.125507,18,bond,38.259171,300000,"mofs/train_pool_valid/qmof-63714ea.cif"
821,34783,-28.178716,16,bond,164.876083,300000,"mofs/train_pool_valid/qmof-a048e74.cif"
822,34811,-50.275739,28,bond,161.869492,300000,"mofs/train_pool_valid/qmof-56439ce.cif"
823,34857,-76.893413,46,bond,12849.917969,300000,"mofs/train_pool_valid/qmof-a560beb.cif"
824,34874,-29.688321,17,bond,105.460030,300000,"mofs/train_pool_valid/qmof-cb9c91d.cif"
825,34902,-45.205789,28,bond,425.720154,300000,"mofs/train_pool_valid/qmof-d9b204d.cif"
826,34943,-78.516842,41,bond,113.660461,300000,"mofs/train_pool_valid/qmof-ef0f23e.cif"
827,34967,-46.372595,24,bond,136.273758,300000,"mofs/train_pool_valid/qmof-855c443.cif"
828,35002,-63.613407,35,bond,602.068542,300000,"mofs/train_pool_valid/qmof-771df3f.cif"
829,35032,-58.948653,30,bond,136.655807,300000,"mofs/train_pool_valid/qmof-0a12f7f.cif"
830,35051,-35.813179,19,bond,150.934891,300000,"mofs/train_pool_valid/qmof-b06e757.cif"
831,35084,-58.727268,33,bond,3249.729736,300000,"mofs/train_pool_valid/qmof-73cfd5c.cif"
832,35104,-34.553981,20,bond,81.707542,300000,"mofs/train_pool_valid/qmof-3f9c4e1.cif"
833,35129,-46.492375,25,bond,99.462563,300000,"mofs/train_pool_valid/qmof-adba110.cif"
834,35148,-37.391201,19,bond,1967.447754,300000,"mofs/train_pool_valid/qmof-49d94c9.cif"
835,35170,-43.026856,22,bond,39852.265625,300000,"mofs/train_pool_valid/qmof-7d840cf.cif"
836,35214,-81.949584,44,bond,163.913986,300000,"mofs/train_pool_valid/qmof-5b8501f.cif"
837,35245,-57.389478,31,bond,574.703979,300000,"mofs/train_pool_valid/qmof-78bdc8c.cif"
838,35260,-26.880887,15,bond,72.401070,300000,"mofs/train_pool_valid/qmof-63be4cf.cif"
839,35311,-116.626712,51,bond,18224.425781,300000,"mofs/train_pool_valid/qmof-d472479.cif"
840,35326,-27.128100,15,bond,168.387695,300000,"mofs/train_pool_valid/qmof-fb2596f.cif"
841,35390,-96.959864,64,bond,7758.753906,300000,"mofs/train_pool_valid/qmof-62678da.cif"
842,35404,-28.180606,14,bond,146.501450,300000,"mofs/train_pool_valid/qmof-c67450f.cif"
843,35413,-19.609972,9,bond,134.607880,300000,"mofs/train_pool_valid/qmof-0315b97.cif"
844,35434,-40.238349,21,bond,138.133606,300000,"mofs/train_pool_valid/qmof-b8ce672.cif"
845,35444,-21.460931,10,bond,35.792286,300000,"mofs/train_pool_valid/qmof-42cd6b1.cif"
846,35476,-68.784379,32,bond,60.843830,300000,"mofs/train_pool_valid/qmof-1d8ceca.cif"
847,35503,-43.143222,27,bond,151.872055,300000,"mofs/train_pool_valid/qmof-557e64a.cif"
848,35515,-22.064222,12,bond,46.893475,300000,"mofs/train_pool_valid/qmof-8fdd4e6.cif"
849,35549,-58.389671,34,bond,62.874546,300000,"mofs/train_pool_valid/qmof-ae10753.cif"
850,35585,-61.627518,36,bond,1920.741943,300000,"mofs/train_pool_valid/qmof-c5ff6a1.cif"
851,35601,-29.215262,16,bond,748.591675,300000,"mofs/train_pool_valid/qmof-55463ed.cif"
852,35629,-45.738843,28,bond,2382.610840,300000,"mofs/train_pool_valid/qmof-f6b81a4.cif"
853,35646,-33.903396,17,bond,107.557236,300000,"mofs/train_pool_valid/qmof-a96469f.cif"
854,35664,-32.395305,18,bond,158.013870,300000,"mofs/train_pool_valid/qmof-e62d92a.cif"
855,35695,-48.840396,31,bond,6692.287598,300000,"mofs/train_pool_valid/qmof-fe8ea01.cif"
856,35726,-51.836278,31,bond,143.408127,300000,"mofs/train_pool_valid/qmof-aed6490.cif"
857,35741,-28.342754,15,bond,95.711586,300000,"mofs/train_pool_valid/qmof-9f220e6.cif"
858,35779,-61.532378,38,bond,6215.604980,300000,"mofs/train_pool_valid/qmof-05752ab.cif"
859,35796,-30.798473,17,bond,63.543858,300000,"mofs/train_pool_valid/qmof-201a359.cif"
860,35823,-56.849096,27,bond,90.208618,300000,"mofs/train_pool_valid/qmof-68af577.cif"
861,35850,-40.367847,27,bond,206.058792,300000,"mofs/train_pool_valid/qmof-4d736f8.cif"
862,35915,-95.802999,65,bond,125.022163,300000,"mofs/train_pool_valid/qmof-8f052bd.cif"
863,35940,-44.742396,25,bond,98.251251,300000,"mofs/train_pool_valid/qmof-f727745.cif"
864,35984,-72.201173,44,bond,78.767326,300000,"mofs/train_pool_valid/qmof-561b7f4.cif"
865,36004,-38.407095,20,bond,71.054092,300000,"mofs/train_pool_valid/qmof-6d04fee.cif"
866,36037,-65.740645,33,bond,1403.213501,300000,"mofs/train_pool_valid/qmof-ecf4801.cif"
867,36068,-56.984345,31,bond,163.052521,300000,"mofs/train_pool_valid/qmof-cfbb516.cif"
868,36098,-47.830668,30,bond,249.648651,300000,"mofs/train_pool_valid/qmof-8205680.cif"
869,36122,-38.547343,24,bond,104.529892,300000,"mofs/train_pool_valid/qmof-a84827d.cif"
870,36160,-73.771392,38,bond,89.020660,300000,"mofs/train_pool_valid/qmof-c580ed9.cif"
871,36188,-50.824981,28,bond,97.698959,300000,"mofs/train_pool_valid/qmof-bde75c0.cif"
872,36217,-45.964205,29,bond,3475.915527,300000,"mofs/train_pool_valid/qmof-7a0465a.cif"
873,36253,-50.339814,36,bond,7531.434570,300000,"mofs/train_pool_valid/qmof-965eff6.cif"
874,36314,-79.693643,61,bond,231.770065,300000,"mofs/train_pool_valid/qmof-c4350d4.cif"
875,36384,-101.336455,70,bond,111.139748,300000,"mofs/train_pool_valid/qmof-757d168.cif"
876,36419,-50.590042,35,bond,138.330032,300000,"mofs/train_pool_valid/qmof-7c6e22e.cif"
877,36477,-73.939081,58,bond,465.803528,300000,"mofs/train_pool_valid/qmof-fb9d854.cif"
878,36500,-34.043194,23,bond,138.024704,300000,"mofs/train_pool_valid/qmof-a19ee17.cif"
879,36529,-44.646771,29,bond,64.537453,300000,"mofs/train_pool_valid/qmof-5fea5b6.cif"
880,36540,-19.113833,11,bond,56.230907,300000,"mofs/train_pool_valid/qmof-6d2b4bc.cif"
881,36564,-45.334147,24,bond,299.898956,300000,"mofs/train_pool_valid/qmof-59216ed.cif"
882,36585,-28.655385,21,bond,94.329430,300000,"mofs/train_pool_valid/qmof-514f310.cif"
883,36606,-35.672688,21,bond,66.586433,300000,"mofs/train_pool_valid/qmof-296e43b.cif"
884,36641,-56.182647,35,bond,2694.599121,300000,"mofs/train_pool_valid/qmof-4315d6e.cif"
885,36670,-42.161650,29,bond,118.969765,300000,"mofs/train_pool_valid/qmof-708e4d8.cif"
886,36696,-42.064585,26,bond,143.539871,300000,"mofs/train_pool_valid/qmof-291d3e3.cif"
887,36723,-37.850741,27,bond,843.401489,300000,"mofs/train_pool_valid/qmof-bf5d627.cif"
888,36810,-121.246222,87,bond,6311.057129,300000,"mofs/train_pool_valid/qmof-f640f33.cif"
889,36840,-52.344009,30,bond,155.905640,300000,"mofs/train_pool_valid/qmof-41141ee.cif"
890,36881,-72.580771,41,bond,37105.105469,300000,"mofs/train_pool_valid/qmof-42e0f21.cif"
891,36930,-82.712005,49,bond,5465.465332,300000,"mofs/train_pool_valid/qmof-4b84870.cif"
892,36953,-36.371792,23,bond,94.689941,300000,"mofs/train_pool_valid/qmof-ac6e3d6.cif"
893,36970,-26.687430,17,bond,128.712021,300000,"mofs/train_pool_valid/qmof-62820e8.cif"
894,37001,-48.957991,31,bond,2017.893555,300000,"mofs/train_pool_valid/qmof-d242cec.cif"
895,37043,-68.536668,42,bond,310.966980,300000,"mofs/train_pool_valid/qmof-bbd536a.cif"
896,37064,-29.759330,21,bond,175.321564,300000,"mofs/train_pool_valid/qmof-d49da6f.cif"
897,37089,-39.038710,25,bond,73.485100,300000,"mofs/train_pool_valid/qmof-6494c32.cif"
898,37129,-54.726301,40,bond,125.625282,300000,"mofs/train_pool_valid/qmof-229d67d.cif"
899,37177,-82.539441,48,bond,527.336487,300000,"mofs/train_pool_valid/qmof-43a7c42.cif"
900,37217,-61.692407,40,bond,133.069763,300000,"mofs/train_pool_valid/qmof-69552f5.cif"
901,37241,-40.011513,24,bond,151.976303,300000,"mofs/train_pool_valid/qmof-4fd2377.cif"
902,37281,-66.239622,40,bond,853.364563,300000,"mofs/train_pool_valid/qmof-7f88bd0.cif"
903,37330,-67.100804,49,bond,837.193298,300000,"mofs/train_pool_valid/qmof-3e64bdb.cif"
904,37361,-45.510404,31,bond,1805.826538,300000,"mofs/train_pool_valid/qmof-6bb8058.cif"
905,37399,-55.244107,38,bond,111.365562,300000,"mofs/train_pool_valid/qmof-04881df.cif"
906,37457,-85.431735,58,bond,70046.656250,300000,"mofs/train_pool_valid/qmof-fd25727.cif"
907,37473,-24.260594,16,bond,96.137199,300000,"mofs/train_pool_valid/qmof-bedb824.cif"
908,37517,-64.101182,44,bond,642.759888,300000,"mofs/train_pool_valid/qmof-2b7615b.cif"
909,37550,-55.134430,33,bond,878.548157,300000,"mofs/train_pool_valid/qmof-611c6bf.cif"
910,37580,-55.668363,30,bond,45660.937500,300000,"mofs/train_pool_valid/qmof-1009afb.cif"
911,37608,-48.608097,28,bond,362.263397,300000,"mofs/train_pool_valid/qmof-131b24c.cif"
912,37637,-41.657633,29,bond,168.799225,300000,"mofs/train_pool_valid/qmof-c5651be.cif"
913,37653,-30.561234,16,bond,85.462059,300000,"mofs/train_pool_valid/qmof-6822f6b.cif"
914,37701,-72.308866,48,bond,189.716125,300000,"mofs/train_pool_valid/qmof-f9c2a3d.cif"
915,37772,-82.583814,71,bond,173.740646,300000,"mofs/train_pool_valid/qmof-2b581ba.cif"
916,37814,-68.956389,42,bond,2486.286133,300000,"mofs/train_pool_valid/qmof-e2d7d1f.cif"
917,37828,-31.757986,14,bond,60.804623,300000,"mofs/train_pool_valid/qmof-af0b1e5.cif"
918,37845,-29.642855,17,bond,55.008610,300000,"mofs/train_pool_valid/qmof-22ff87f.cif"
919,37935,-148.618838,90,bond,358.530365,300000,"mofs/train_pool_valid/qmof-03bce06.cif"
920,38010,-101.441523,75,bond,5645.750977,300000,"mofs/train_pool_valid/qmof-cd01241.cif"
921,38078,-114.674650,68,bond,106.923050,300000,"mofs/train_pool_valid/qmof-65294ad.cif"
922,38106,-32.377441,28,bond,1541.145142,300000,"mofs/train_pool_valid/qmof-a72a815.cif"
923,38142,-47.894430,36,bond,227.681442,300000,"mofs/train_pool_valid/qmof-aa72c18.cif"
924,38233,-128.593215,91,bond,97.950981,300000,"mofs/train_pool_valid/qmof-9c45fa9.cif"
925,38279,-83.622464,46,bond,773.798218,300000,"mofs/train_pool_valid/qmof-792627f.cif"
926,38314,-51.718777,35,bond,361.222046,300000,"mofs/train_pool_valid/qmof-40d569a.cif"
927,38365,-76.244817,51,bond,715.094971,300000,"mofs/train_pool_valid/qmof-1231f0a.cif"
928,38392,-48.907098,27,bond,164.401413,300000,"mofs/train_pool_valid/qmof-597f45f.cif"
929,38430,-42.848522,38,bond,137.708344,300000,"mofs/train_pool_valid/qmof-aa0ecf6.cif"
930,38440,-21.985044,10,bond,129.398590,300000,"mofs/train_pool_valid/qmof-2753192.cif"
931,38460,-36.999537,20,bond,128.763901,300000,"mofs/train_pool_valid/qmof-16097f7.cif"
932,38488,-35.868225,28,bond,1797.909790,300000,"mofs/train_pool_valid/qmof-8da777e.cif"
933,38513,-41.223567,25,bond,169.987122,300000,"mofs/train_pool_valid/qmof-afadce0.cif"
934,38541,-40.117045,28,bond,148.540344,300000,"mofs/train_pool_valid/qmof-193431e.cif"
935,38593,-65.058785,52,bond,2503.971191,300000,"mofs/train_pool_valid/qmof-ce0c773.cif"
936,38620,-52.402138,27,bond,149.336731,300000,"mofs/train_pool_valid/qmof-e05a715.cif"
937,38684,-80.179537,64,bond,2440.654541,300000,"mofs/train_pool_valid/qmof-f53855e.cif"
938,38711,-51.019473,27,bond,424.942261,300000,"mofs/train_pool_valid/qmof-12e958e.cif"
939,38737,-57.100060,26,bond,79.369446,300000,"mofs/train_pool_valid/qmof-3480067.cif"
940,38778,-62.011081,41,bond,2057.560303,300000,"mofs/train_pool_valid/qmof-33eaa8a.cif"
941,38848,-125.331916,70,bond,58.036198,300000,"mofs/train_pool_valid/qmof-c8c0b58.cif"
942,38885,-51.255649,37,bond,114.258797,300000,"mofs/train_pool_valid/qmof-6c1a7d6.cif"
943,38911,-38.947444,26,bond,147.146988,300000,"mofs/train_pool_valid/qmof-1d6c648.cif"
944,38944,-63.496949,33,bond,54.933090,300000,"mofs/train_pool_valid/qmof-5791351.cif"
945,38986,-60.630324,42,bond,175.033936,300000,"mofs/train_pool_valid/qmof-28a86f8.cif"
946,39002,-29.529684,16,bond,150.620728,300000,"mofs/train_pool_valid/qmof-c7403de.cif"
947,39024,-30.792252,22,bond,112.772964,300000,"mofs/train_pool_valid/qmof-92f7595.cif"
948,39054,-60.384000,30,bond,71.499649,300000,"mofs/train_pool_valid/qmof-d844aae.cif"
949,39075,-36.580032,21,bond,96.340286,300000,"mofs/train_pool_valid/qmof-d472479.cif"
950,39107,-58.513606,32,bond,126.600250,300000,"mofs/train_pool_valid/qmof-dc6f906.cif"
951,39148,-66.411787,41,bond,187.617889,300000,"mofs/train_pool_valid/qmof-4f53a88.cif"
952,39160,-21.887703,12,bond,43.807919,300000,"mofs/train_pool_valid/qmof-bac8e02.cif"
953,39208,-61.460839,48,bond,175.456528,300000,"mofs/train_pool_valid/qmof-86031cd.cif"
954,39232,-21.094207,24,bond,129.918533,300000,"mofs/train_pool_valid/qmof-a028058.cif"
955,39270,-61.173144,38,bond,5400.209473,300000,"mofs/train_pool_valid/qmof-9d2a214.cif"
956,39311,-60.867820,41,bond,182.513031,300000,"mofs/train_pool_valid/qmof-69c3651.cif"
957,39330,-33.248810,19,bond,86.987160,300000,"mofs/train_pool_valid/qmof-d206dbf.cif"
958,39349,-35.982392,19,bond,52.814217,300000,"mofs/train_pool_valid/qmof-97d9145.cif"
959,39364,-27.371386,15,bond,149.848419,300000,"mofs/train_pool_valid/qmof-6cb1694.cif"
960,39388,-31.195224,24,bond,156.969284,300000,"mofs/train_pool_valid/qmof-cb0c828.cif"
961,39428,-61.789887,40,bond,231.196106,300000,"mofs/train_pool_valid/qmof-dd5ed6d.cif"
962,39473,-67.244960,45,bond,599.577637,300000,"mofs/train_pool_valid/qmof-14efc5e.cif"
963,39499,-39.032499,26,bond,245.244766,300000,"mofs/train_pool_valid/qmof-d9772e5.cif"
964,39547,-72.633693,48,bond,278.937286,300000,"mofs/train_pool_valid/qmof-222bdec.cif"
965,39584,-61.207766,37,bond,1020.190552,300000,"mofs/train_pool_valid/qmof-48aaa9f.cif"
966,39603,-31.004030,19,bond,70.045647,300000,"mofs/train_pool_valid/qmof-debf6ac.cif"
967,39627,-34.814635,24,bond,177.586929,300000,"mofs/train_pool_valid/qmof-4973626.cif"
968,39663,-54.725261,36,bond,2423.582520,300000,"mofs/train_pool_valid/qmof-5d499dc.cif"
969,39753,-158.133549,90,bond,739.434021,300000,"mofs/train_pool_valid/qmof-ebf0dd7.cif"
970,39812,-83.210089,59,bond,31585.656250,300000,"mofs/train_pool_valid/qmof-1b7eed8.cif"
971,39852,-71.218507,40,bond,1123.581665,300000,"mofs/train_pool_valid/qmof-3657264.cif"
972,39881,-43.128825,29,bond,102.646049,300000,"mofs/train_pool_valid/qmof-5522e9e.cif"
973,39919,-54.731284,38,bond,3871.692627,300000,"mofs/train_pool_valid/qmof-3c4d0fc.cif"
974,39956,-43.076928,37,bond,162.808868,300000,"mofs/train_pool_valid/qmof-c4b72a4.cif"
975,39997,-64.708269,41,bond,377.063019,300000,"mofs/train_pool_valid/qmof-197ad3f.cif"
976,40026,-40.687047,29,bond,459.317505,300000,"mofs/train_pool_valid/qmof-3636e77.cif"
977,40039,-18.342066,13,bond,238.665604,300000,"mofs/train_pool_valid/qmof-00cae02.cif"
978,40058,-24.675473,19,bond,194.515564,300000,"mofs/train_pool_valid/qmof-9054b9c.cif"
979,40080,-23.434129,22,bond,12974.668945,300000,"mofs/train_pool_valid/qmof-a028058.cif"
980,40099,-27.442937,19,bond,162.114151,300000,"mofs/train_pool_valid/qmof-f5f81ef.cif"
981,40127,-40.933338,28,bond,219.279785,300000,"mofs/train_pool_valid/qmof-d3ed532.cif"
982,40180,-59.744418,53,bond,4702.446777,300000,"mofs/train_pool_valid/qmof-a74dde5.cif"
983,40216,-60.267493,36,bond,3668.294678,300000,"mofs/train_pool_valid/qmof-67b74c4.cif"
984,40240,-32.681433,24,bond,1147.244629,300000,"mofs/train_pool_valid/qmof-0c10f91.cif"
985,40284,-55.545201,44,bond,1645.882446,300000,"mofs/train_pool_valid/qmof-51d65d4.cif"
986,40318,-50.025962,34,bond,4196.225586,300000,"mofs/train_pool_valid/qmof-6694295.cif"
987,40346,-49.019959,28,bond,88.551987,300000,"mofs/train_pool_valid/qmof-fcd9e5c.cif"
988,40371,-37.879116,25,bond,154.082031,300000,"mofs/train_pool_valid/qmof-648f65b.cif"
989,40392,-37.398639,21,bond,8154.017090,300000,"mofs/train_pool_valid/qmof-fbac6ec.cif"
990,40439,-76.347864,47,bond,99.940727,300000,"mofs/train_pool_valid/qmof-a1ad69d.cif"
991,40476,-54.336770,37,bond,1121.479004,300000,"mofs/train_pool_valid/qmof-1817e88.cif"
992,40507,-48.153417,31,bond,154.879623,300000,"mofs/train_pool_valid/qmof-f57bb3b.cif"
993,40550,-64.391066,43,bond,135.830566,300000,"mofs/train_pool_valid/qmof-52ae4af.cif"
994,40564,-23.161797,14,bond,66.401680,300000,"mofs/train_pool_valid/qmof-5d499dc.cif"
995,40582,-26.047149,18,bond,709.448669,300000,"mofs/train_pool_valid/qmof-de9cc08.cif"
996,40641,-93.370543,59,bond,2596.508301,300000,"mofs/train_pool_valid/qmof-d24ba56.cif"
997,40659,-31.407176,18,bond,1616.961548,300000,"mofs/train_pool_valid/qmof-ec121f4.cif"
998,40672,-27.410211,13,bond,138.018616,300000,"mofs/train_pool_valid/qmof-4518686.cif"
999,40728,-89.898693,56,bond,18121.482422,300000,"mofs/train_pool_valid/qmof-9642661.cif"
1000,40750,-42.078118,22,bond,486.306244,300000,"mofs/train_pool_valid/qmof-2784e60.cif"
1001,40833,-168.311634,83,bond,153.089676,300000,"mofs/train_pool_valid/qmof-c1bc002.cif"
1002,40860,-45.413130,27,bond,199.023422,300000,"mofs/train_pool_valid/qmof-4f0af97.cif"
1003,40882,-38.739624,22,bond,118.927338,300000,"mofs/train_pool_valid/qmof-e6d5869.cif"
1004,40923,-70.179024,41,bond,178.503723,300000,"mofs/train_pool_valid/qmof-33e59e9.cif"
1005,40958,-50.545921,35,bond,12752.584961,300000,"mofs/train_pool_valid/qmof-5d9b2c8.cif"
1006,40976,-30.971377,18,bond,122.169403,300000,"mofs/train_pool_valid/qmof-312525c.cif"
1007,41012,-52.670196,36,bond,105.781456,300000,"mofs/train_pool_valid/qmof-181fecb.cif"
1008,41053,-52.068001,41,bond,1293.125610,300000,"mofs/train_pool_valid/qmof-14c3c38.cif"
1009,41121,-88.029353,68,bond,558.717468,300000,"mofs/train_pool_valid/qmof-39f8d6c.cif"
1010,41175,-77.731869,54,bond,26062.332031,300000,"mofs/train_pool_valid/qmof-6db07a6.cif"
1011,41201,-41.427497,26,bond,107.248413,300000,"mofs/train_pool_valid/qmof-d44c3fa.cif"
1012,41243,-67.239155,42,bond,431.866760,300000,"mofs/train_pool_valid/qmof-cb1c2d5.cif"
1013,41276,-58.551033,33,bond,255.289459,300000,"mofs/train_pool_valid/qmof-66df166.cif"
1014,41292,-23.415820,16,bond,84.103409,300000,"mofs/train_pool_valid/qmof-9ba23c7.cif"
1015,41322,-41.233605,30,bond,282.444061,300000,"mofs/train_pool_valid/qmof-2ad5c25.cif"
1016,41375,-77.055242,53,bond,557.497803,300000,"mofs/train_pool_valid/qmof-a6d1765.cif"
1017,41408,-55.332580,33,bond,72.841949,300000,"mofs/train_pool_valid/qmof-f5b881e.cif"
1018,41445,-49.482593,37,bond,1337.375122,300000,"mofs/train_pool_valid/qmof-6c32ceb.cif"
1019,41471,-42.788770,26,bond,2533.051025,300000,"mofs/train_pool_valid/qmof-fac48cb.cif"
1020,41501,-34.488857,30,bond,71.887329,300000,"mofs/train_pool_valid/qmof-8e45c8d.cif"
1021,41542,-65.439692,41,bond,374.411652,300000,"mofs/train_pool_valid/qmof-605077f.cif"
1022,41559,-31.544094,17,bond,173.662491,300000,"mofs/train_pool_valid/qmof-b23bc95.cif"
1023,41587,-38.613595,28,bond,402.007263,300000,"mofs/train_pool_valid/qmof-c07765b.cif"
1024,41623,-58.072775,36,bond,138.567719,300000,"mofs/train_pool_valid/qmof-b03607d.cif"
1025,41715,-166.601185,92,bond,355.493286,300000,"mofs/train_pool_valid/qmof-9b1d1ca.cif"
1026,41743,-52.154168,28,bond,2459.246338,300000,"mofs/train_pool_valid/qmof-1b1031a.cif"
1027,41783,-84.565763,40,bond,214.842667,300000,"mofs/train_pool_valid/qmof-d529df5.cif"
1028,41829,-63.943628,46,bond,2247.930176,300000,"mofs/train_pool_valid/qmof-0e45b30.cif"
1029,41848,-32.564710,19,bond,217.665466,300000,"mofs/train_pool_valid/qmof-9940a4e.cif"
1030,41871,-39.948632,23,bond,759.093689,300000,"mofs/train_pool_valid/qmof-7322852.cif"
1031,41943,-138.010065,72,bond,194.811691,300000,"mofs/train_pool_valid/qmof-d74c3da.cif"
1032,41992,-83.655401,49,bond,3263.354980,300000,"mofs/train_pool_valid/qmof-58bd82c.cif"
1033,42007,-28.394767,15,bond,31.198664,300000,"mofs/train_pool_valid/qmof-0926897.cif"
1034,42074,-83.338643,67,bond,5599.911133,300000,"mofs/train_pool_valid/qmof-1f7d6ac.cif"
1035,42094,-31.808236,20,bond,45.251053,300000,"mofs/train_pool_valid/qmof-5075011.cif"
1036,42116,-33.561011,22,bond,95.853577,300000,"mofs/train_pool_valid/qmof-f0f4dea.cif"
1037,42190,-103.488046,74,bond,1894.272339,300000,"mofs/train_pool_valid/qmof-cd4a060.cif"
1038,42237,-65.821452,47,bond,823.882751,300000,"mofs/train_pool_valid/qmof-d161688.cif"
1039,42272,-61.393050,35,bond,112.811356,300000,"mofs/train_pool_valid/qmof-071d192.cif"
1040,42375,-94.773247,103,bond,2827.023438,300000,"mofs/train_pool_valid/qmof-f06a869.cif"
1041,42403,-47.527378,28,bond,90.028229,300000,"mofs/train_pool_valid/qmof-5f0dd01.cif"
1042,42456,-74.223941,53,bond,380.688843,300000,"mofs/train_pool_valid/qmof-cda9fd1.cif"
1043,42523,-86.860011,67,bond,3660.000000,300000,"mofs/train_pool_valid/qmof-0e578b6.cif"
1044,42544,-31.644887,21,bond,89.504539,300000,"mofs/train_pool_valid/qmof-3cfd336.cif"
1045,42562,-30.251006,18,bond,703.442322,300000,"mofs/train_pool_valid/qmof-a76ffad.cif"
1046,42613,-73.459969,51,bond,1654.343506,300000,"mofs/train_pool_valid/qmof-b9a0bc9.cif"
1047,42641,-46.521191,28,bond,813.799866,300000,"mofs/train_pool_valid/qmof-e88d26e.cif"
1048,42677,-51.646742,36,bond,274.530975,300000,"mofs/train_pool_valid/qmof-9d1bd41.cif"
1049,42704,-48.119783,27,bond,350.281158,300000,"mofs/train_pool_valid/qmof-632304d.cif"
1050,42737,-40.773431,33,bond,591.589355,300000,"mofs/train_pool_valid/qmof-3f821f2.cif"
1051,42797,-81.990115,60,bond,12765.023438,300000,"mofs/train_pool_valid/qmof-d0e040f.cif"
1052,42833,-54.836087,36,bond,220.708527,300000,"mofs/train_pool_valid/qmof-9a71d60.cif"
1053,42890,-116.732993,57,bond,55.559742,300000,"mofs/train_pool_valid/qmof-e1ec978.cif"
1054,42915,-39.867958,25,bond,2585.136719,300000,"mofs/train_pool_valid/qmof-afadce0.cif"
1055,42948,-50.319342,33,bond,1083.469604,300000,"mofs/train_pool_valid/qmof-1f74dfd.cif"
1056,42962,-21.322131,14,bond,1088.501099,300000,"mofs/train_pool_valid/qmof-a756e86.cif"
1057,42993,-40.216360,31,bond,1294.532349,300000,"mofs/train_pool_valid/qmof-7b4dbbf.cif"
1058,43013,-37.478782,20,bond,15862.193359,300000,"mofs/train_pool_valid/qmof-905288f.cif"
1059,43050,-48.225876,37,bond,1024.762573,300000,"mofs/train_pool_valid/qmof-7661853.cif"
1060,43076,-33.847390,26,bond,5188.467773,300000,"mofs/train_pool_valid/qmof-727c9e2.cif"
1061,43140,-88.989566,64,bond,1559.880249,300000,"mofs/train_pool_valid/qmof-efb2482.cif"
1062,43205,-72.893197,65,bond,1914.689453,300000,"mofs/train_pool_valid/qmof-237be03.cif"
1063,43252,-83.038031,47,bond,374.332458,300000,"mofs/train_pool_valid/qmof-37c9629.cif"
1064,43307,-77.999142,55,bond,1218.903931,300000,"mofs/train_pool_valid/qmof-75551f3.cif"
1065,43333,-36.522183,26,bond,2430.626465,300000,"mofs/train_pool_valid/qmof-91678e8.cif"
1066,43371,-54.315426,38,bond,347.307739,300000,"mofs/train_pool_valid/qmof-f7eae0a.cif"
1067,43396,-45.915810,25,bond,220.684265,300000,"mofs/train_pool_valid/qmof-b0cdfb9.cif"
1068,43431,-43.982372,35,bond,10298.779297,300000,"mofs/train_pool_valid/qmof-66acad7.cif"
1069,43449,-37.755225,18,bond,64.982529,300000,"mofs/train_pool_valid/qmof-ec84042.cif"
1070,43464,-24.438321,15,bond,83.461052,300000,"mofs/train_pool_valid/qmof-8d85a79.cif"
1071,43495,-44.530345,31,bond,143.283859,300000,"mofs/train_pool_valid/qmof-c406647.cif"
