episode,step,return
0,27,40.507068
1,36,39.61089
2,33,39.294122
3,303,-1.560759
4,33,40.459175
5,165,30.334347
6,307,-1.253768
7,54,38.142971
8,208,25.167456
9,149,31.831697
10,313,-0.656626
11,52,37.243987
12,78,37.653176
13,317,-0.172549
342,777,-18.300111
343,56,48.530986
344,63,46.649374
345,99,41.795563
346,124,42.751752
347,784,-19.555367
348,53,49.051466
349,79,45.114543
350,61,42.777742
351,215,37.108328
352,193,38.859285
353,77,46.572981
354,794,-18.492407
355,75,45.370309
356,111,47.185763
357,49,47.10854
358,53,46.717991
359,65,48.087516
360,118,44.123791
361,804,-16.841796
362,149,40.70773
363,75,45.4056
364,50,46.6599
365,84,47.085536
366,61,47.599385
367,812,-16.801673
368,60,46.621813
369,52,46.973656
370,56,47.345273
371,51,43.17158
372,49,48.469721
373,119,42.100194
374,76,47.483044
375,67,46.778451
376,57,47.19139
377,174,40.984997
378,68,46.104254
379,84,42.091211
380,74,46.160029
381,56,43.741809
382,833,-19.166368
383,46,47.291334
384,67,48.551793
385,54,48.000807
386,58,47.750779
387,840,-14.757271
388,106,42.840162
389,164,40.514118
390,57,47.643236
391,846,-24.939023
392,847,-17.509727
393,74,47.318673
394,101,42.286821
395,64,46.847784
396,69,46.175018
397,854,-19.336597
398,78,46.0615
399,64,48.383553
400,859,-17.929602
401,71,48.454821
402,59,47.125214
403,86,48.798064
404,53,48.950383
405,78,48.332497
406,74,47.861492
407,76,46.042211
408,107,44.256028
409,105,45.851062
410,74,47.045927
411,57,46.550799
412,56,48.791031
413,877,-20.853189
414,85,46.378472
415,880,-20.971526
416,86,48.417013
417,92,47.668957
418,53,49.128335
419,53,48.47584
420,61,50.106781
421,113,44.743769
422,56,51.455386
423,70,47.079472
424,892,-24.613314
425,57,45.979989
426,90,43.193121
427,896,-19.324195
428,59,48.992527
429,56,47.602094
430,62,43.811205
431,123,46.216347
432,55,48.864079
433,431,26.049129
434,69,46.550921
435,58,49.245441
436,80,42.950808
437,910,-25.979151
438,66,47.884137
439,92,44.821458
440,94,46.146552
441,916,-27.903092
442,74,48.815268
443,919,-21.74358
444,61,48.118875
445,50,50.064292
446,923,-25.185405
447,852,-0.799271
448,52,47.986399
449,66,48.062696
450,929,-23.32963
451,72,45.998448
452,83,43.815398
453,274,35.258764
454,934,-22.900763
455,59,47.015424
456,52,50.724545
457,938,-25.172147
458,66,45.683352
459,62,48.603741
460,61,48.221698
461,51,49.301664
462,64,49.599993
463,65,48.394395
464,114,46.028878
465,60,48.478747
466,61,50.326078
467,74,43.397191
468,96,43.704331
469,53,49.111413
470,205,41.474304
471,74,48.148845
472,68,46.765241
473,59,48.049761
474,50,46.89871
475,47,49.404916
476,65,42.185876
477,76,44.74581
478,64,49.924258
479,58,48.047514
480,86,45.920759
481,69,50.534159
482,744,6.549443
483,56,48.389129
484,85,50.638155
485,74,44.972068
486,70,47.28334
487,114,46.299573
488,789,3.302887
489,99,47.967088
490,73,51.325713
491,69,49.676515
492,987,-28.082247
493,75,47.536344
494,90,48.572622
495,70,47.736872
496,74,48.45175
497,994,-25.134034
498,61,47.521003
499,72,48.28282
500,63,48.975003
501,152,43.107524
502,999,-22.430153
503,91,48.078671
504,62,48.820129
505,169,39.935988
506,999,-24.228675
507,63,44.868848
508,86,48.665252
509,68,49.5661
510,83,49.187432
511,367,30.255941
512,66,47.366327
513,999,-23.574051
514,57,49.515361
515,66,48.31596
516,64,49.083567
517,999,-29.643391
518,68,52.051186
519,84,48.03515
520,999,-25.400856
521,82,46.251542
522,165,44.350457
523,89,50.493708
524,999,-25.491656
525,62,50.000043
526,999,-25.150114
527,999,-24.165543
528,136,46.071714
529,91,48.10275
530,71,49.257499
531,103,50.479759
532,855,0.173938
533,64,49.697697
534,999,-22.476844
535,114,45.249713
536,154,47.18864
537,63,48.20092
538,71,49.226988
539,999,-23.254308
540,51,47.8919
541,59,50.012873
542,120,42.593543
543,67,47.57751
544,90,47.608767
545,999,-25.33749
546,200,39.332411
547,143,45.423369
548,85,47.584447
549,62,47.874956
550,98,49.600166
551,170,44.201204
552,78,45.77705
553,64,47.884208
554,999,-24.876144
555,64,47.659149
556,93,44.822269
557,999,-21.962812
558,84,50.206657
559,82,47.873302
560,999,-22.341195
561,77,47.510107
562,65,48.150598
563,999,-28.393644
564,106,44.999674
565,66,51.37013
566,67,49.322824
567,999,-29.350491
568,78,51.04017
569,135,45.491959
570,82,47.85348
571,104,47.696847
572,999,-26.463741
573,66,49.476934
574,77,45.681118
575,81,48.078286
576,64,49.815295
577,168,43.957005
