episode,steps
226,28.0
227,44.0
228,32.0
229,31.0
230,41.0
231,32.0
232,25.0
233,56.0
234,33.0
235,30.0
236,32.0
237,32.0
238,29.0
239,29.0
240,31.0
241,38.0
242,28.0
243,33.0
244,69.0
245,34.0
246,54.0
247,72.0
248,30.0
249,38.0
250,31.0
251,26.0
252,29.0
253,29.0
254,31.0
255,54.0
256,29.0
257,33.0
258,34.0
259,36.0
260,34.0
261,98.0
262,29.0
263,29.0
264,30.0
265,45.0
266,32.0
267,31.0
268,32.0
269,33.0
270,121.0
271,29.0
272,34.0
273,32.0
274,35.0
275,45.0
276,34.0
277,29.0
278,35.0
279,244.0
280,29.0
281,32.0
282,31.0
283,31.0
284,33.0
285,34.0
286,35.0
287,34.0
288,33.0
289,28.0
290,35.0
291,27.0
292,36.0
293,40.0
294,64.0
295,37.0
296,40.0
297,37.0
298,36.0
299,35.0
300,29.0
301,52.0
302,31.0
303,34.0
304,52.0
305,35.0
306,35.0
307,31.0
308,32.0
309,34.0
310,31.0
311,36.0
312,48.0
313,29.0
314,29.0
315,32.0
316,34.0
317,32.0
318,36.0
319,37.0
320,32.0
321,39.0
322,30.0
323,28.0
324,40.0
325,39.0
326,44.0
327,34.0
328,36.0
329,35.0
330,30.0
331,36.0
332,40.0
333,37.0
334,35.0
335,38.0
336,37.0
337,31.0
338,34.0
339,43.0
340,235.0
341,39.0
342,46.0
343,33.0
344,38.0
345,34.0
346,32.0
347,32.0
348,30.0
349,31.0
350,47.0
351,27.0
352,35.0
353,34.0
354,38.0
355,78.0
356,45.0
357,40.0
358,46.0
359,38.0
360,43.0
361,39.0
362,38.0
363,31.0
364,34.0
365,30.0
366,43.0
367,29.0
368,34.0
369,36.0
370,31.0
371,45.0
372,47.0
373,34.0
374,43.0
375,37.0
376,37.0
377,40.0
378,89.0
379,39.0
380,528.0
381,33.0
382,34.0
383,35.0
384,40.0
385,37.0
386,32.0
387,41.0
388,33.0
389,34.0
390,40.0
391,36.0
392,38.0
393,45.0
394,41.0
395,35.0
396,39.0
397,34.0
398,38.0
399,41.0
400,44.0
401,37.0
402,41.0
403,39.0
404,32.0
405,33.0
406,44.0
407,40.0
408,45.0
409,49.0
410,38.0
411,35.0
412,41.0
413,37.0
414,39.0
415,40.0
416,43.0
417,48.0
418,49.0
419,41.0
420,40.0
421,43.0
422,45.0
423,35.0
424,45.0
425,41.0
426,38.0
427,39.0
428,41.0
429,44.0
430,40.0
431,40.0
432,40.0
433,42.0
434,41.0
435,37.0
436,51.0
437,41.0
438,36.0
439,42.0
440,47.0
441,40.0
442,43.0
443,35.0
444,46.0
445,46.0
446,46.0
447,39.0
448,33.0
449,39.0
450,42.0
451,42.0
452,35.0
453,42.0
454,44.0
455,46.0
456,39.0
457,38.0
458,44.0
459,44.0
460,55.0
461,43.0
462,43.0
463,42.0
464,41.0
465,41.0
466,91.0
467,44.0
468,43.0
469,37.0
470,41.0
471,37.0
472,39.0
473,40.0
474,47.0
475,46.0
476,93.0
477,41.0
478,41.0
479,41.0
480,39.0
481,53.0
482,42.0
483,42.0
484,42.0
485,51.0
486,42.0
487,51.0
488,52.0
489,45.0
490,44.0
491,46.0
492,42.0
493,42.0
494,49.0
495,47.0
496,42.0
497,46.0
498,48.0
499,47.0
500,46.0
501,40.0
502,46.0
503,43.0
504,59.0
505,43.0
506,67.0
507,45.0
508,41.0
509,47.0
510,43.0
511,48.0
512,44.0
513,47.0
514,44.0
515,51.0
516,56.0
517,53.0
518,113.0
519,41.0
520,49.0
521,51.0
522,44.0
523,68.0
524,52.0
525,46.0
526,51.0
527,48.0
528,47.0
529,45.0
530,49.0
531,52.0
532,53.0
533,45.0
534,52.0
535,60.0
536,51.0
537,70.0
538,49.0
539,49.0
540,52.0
541,49.0
542,63.0
543,55.0
544,56.0
545,57.0
546,50.0
547,58.0
548,45.0
549,62.0
550,49.0
551,47.0
552,48.0
553,47.0
554,44.0
555,49.0
556,58.0
557,54.0
558,45.0
559,49.0
560,53.0
561,53.0
562,50.0
563,49.0
564,47.0
565,46.0
566,46.0
567,49.0
568,51.0
569,52.0
570,47.0
571,46.0
572,47.0
573,52.0
574,47.0
575,46.0
576,57.0
577,66.0
578,54.0
579,63.0
580,49.0
581,64.0
582,57.0
583,93.0
584,47.0
585,48.0
586,48.0
587,52.0
588,57.0
589,49.0
590,52.0
591,47.0
592,63.0
593,57.0
594,57.0
595,53.0
596,50.0
597,71.0
598,54.0
599,52.0
600,50.0
601,48.0
602,56.0
603,52.0
604,55.0
605,52.0
606,55.0
607,47.0
608,56.0
609,53.0
610,60.0
611,57.0
612,58.0
613,61.0
614,43.0
615,52.0
616,62.0
617,123.0
618,51.0
619,48.0
620,57.0
621,51.0
622,64.0
623,61.0
624,53.0
625,56.0
626,58.0
627,71.0
628,62.0
629,54.0
630,46.0
631,70.0
632,53.0
633,52.0
634,55.0
635,56.0
636,63.0
637,64.0
638,58.0
639,82.0
640,55.0
641,59.0
642,61.0
643,50.0
644,55.0
645,59.0
646,183.0
647,65.0
648,61.0
649,63.0
650,52.0
651,50.0
652,59.0
653,64.0
654,59.0
655,72.0
656,61.0
657,67.0
658,65.0
659,68.0
660,57.0
661,59.0
662,62.0
663,57.0
664,60.0
665,74.0
666,56.0
667,58.0
668,62.0
669,62.0
670,71.0
671,59.0
672,52.0
673,75.0
674,92.0
675,56.0
676,62.0
677,58.0
678,66.0
679,70.0
680,56.0
681,359.0
682,67.0
683,70.0
684,53.0
685,56.0
686,50.0
687,65.0
688,61.0
689,65.0
690,66.0
691,60.0
692,54.0
693,54.0
694,56.0
695,63.0
696,60.0
697,55.0
698,61.0
699,64.0
700,60.0
701,51.0
702,72.0
703,57.0
704,56.0
705,63.0
706,83.0
707,56.0
708,58.0
709,59.0
710,61.0
711,70.0
712,60.0
713,63.0
714,68.0
715,69.0
716,56.0
717,64.0
718,62.0
719,72.0
720,102.0
721,60.0
722,60.0
723,56.0
724,72.0
725,52.0
726,64.0
727,68.0
728,58.0
729,63.0
730,74.0
731,56.0
732,69.0
733,64.0
734,88.0
735,61.0
736,66.0
737,67.0
738,64.0
739,73.0
740,73.0
741,78.0
742,56.0
743,80.0
744,62.0
745,55.0
746,63.0
747,77.0
748,65.0
749,55.0
750,85.0
751,60.0
752,65.0
753,61.0
754,52.0
755,66.0
756,97.0
757,62.0
758,62.0
759,300.0
760,64.0
761,63.0
762,60.0
763,59.0
764,59.0
765,72.0
766,72.0
767,77.0
768,66.0
769,66.0
770,74.0
771,60.0
772,74.0
773,60.0
774,61.0
775,58.0
776,59.0
777,74.0
778,144.0
779,73.0
780,66.0
781,64.0
782,69.0
783,59.0
784,67.0
785,67.0
786,73.0
787,67.0
788,67.0
789,70.0
790,63.0
791,56.0
792,73.0
793,68.0
794,74.0
795,73.0
796,69.0
797,68.0
798,60.0
799,68.0
800,66.0
801,67.0
802,60.0
803,67.0
804,75.0
805,61.0
806,74.0
807,75.0
808,86.0
809,62.0
810,72.0
811,75.0
812,90.0
813,69.0
814,69.0
815,71.0
816,64.0
817,70.0
818,73.0
819,93.0
820,74.0
821,65.0
822,80.0
823,67.0
824,71.0
825,65.0
826,52.0
827,72.0
828,68.0
829,66.0
830,67.0
831,60.0
832,68.0
833,71.0
834,66.0
835,66.0
836,64.0
837,61.0
838,71.0
839,68.0
840,60.0
841,79.0
842,80.0
843,71.0
844,69.0
845,69.0
846,79.0
847,66.0
848,70.0
849,75.0
850,72.0
851,59.0
852,66.0
853,65.0
854,67.0
855,71.0
856,83.0
857,68.0
858,74.0
859,68.0
860,66.0
861,69.0
862,83.0
863,86.0
864,73.0
865,84.0
866,61.0
867,86.0
868,69.0
869,100.0
870,68.0
871,75.0
872,75.0
873,88.0
874,76.0
875,76.0
876,81.0
877,78.0
878,68.0
879,62.0
880,78.0
881,74.0
882,78.0
883,75.0
884,86.0
885,82.0
886,75.0
887,68.0
888,65.0
889,101.0
890,71.0
891,74.0
892,68.0
893,70.0
894,84.0
895,77.0
896,74.0
897,69.0
898,72.0
899,77.0
900,82.0
901,78.0
902,69.0
903,70.0
904,74.0
905,81.0
906,66.0
907,77.0
908,80.0
909,78.0
910,80.0
911,74.0
912,74.0
913,80.0
914,83.0
915,77.0
916,73.0
917,71.0
918,74.0
919,152.0
920,99.0
921,74.0
922,83.0
923,70.0
924,78.0
925,72.0
926,80.0
927,65.0
928,90.0
929,75.0
930,78.0
931,71.0
932,72.0
933,78.0
934,77.0
935,82.0
936,87.0
937,74.0
938,71.0
939,68.0
940,86.0
941,83.0
942,114.0
943,82.0
944,69.0
945,73.0
946,77.0
947,102.0
948,75.0
949,83.0
950,78.0
951,76.0
952,75.0
953,75.0
954,105.0
955,72.0
956,73.0
957,89.0
958,76.0
959,69.0
960,82.0
961,83.0
962,83.0
963,90.0
964,79.0
965,95.0
966,82.0
967,86.0
968,107.0
969,93.0
970,78.0
971,129.0
972,89.0
973,81.0
974,94.0
975,90.0
976,97.0
977,84.0
978,85.0
979,64.0
980,86.0
981,74.0
982,83.0
983,76.0
984,79.0
985,84.0
986,87.0
987,79.0
988,70.0
989,128.0
990,79.0
991,80.0
992,90.0
993,113.0
994,89.0
995,81.0
996,78.0
997,89.0
998,85.0
999,83.0
1000,77.0
1001,80.0
1002,79.0
1003,78.0
1004,69.0
1005,83.0
1006,83.0
1007,87.0
1008,96.0
1009,95.0
1010,82.0
1011,103.0
1012,88.0
1013,85.0
1014,79.0
1015,88.0
1016,89.0
1017,92.0
1018,81.0
1019,91.0
1020,79.0
1021,92.0
1022,86.0
1023,100.0
1024,84.0
1025,93.0
1026,81.0
1027,84.0
1028,83.0
1029,110.0
1030,80.0
1031,84.0
1032,97.0
1033,91.0
1034,81.0
1035,89.0
1036,79.0
1037,80.0
1038,79.0
1039,82.0
1040,175.0
1041,76.0
1042,80.0
1043,85.0
1044,89.0
1045,92.0
1046,87.0
1047,83.0
1048,97.0
1049,94.0
1050,87.0
1051,600.0
1052,96.0
1053,84.0
1054,86.0
1055,82.0
1056,83.0
1057,96.0
1058,86.0
1059,61.0
1060,131.0
1061,85.0
1062,87.0
1063,82.0
1064,87.0
1065,84.0
1066,84.0
1067,101.0
1068,74.0
1069,81.0
1070,98.0
1071,81.0
1072,91.0
1073,83.0
1074,75.0
1075,90.0
1076,85.0
1077,78.0
1078,79.0
1079,91.0
1080,81.0
1081,88.0
1082,97.0
1083,98.0
1084,81.0
1085,85.0
1086,99.0
1087,80.0
1088,84.0
1089,76.0
1090,92.0
1091,67.0
1092,107.0
1093,79.0
1094,82.0
1095,126.0
1096,80.0
1097,72.0
1098,83.0
1099,80.0
1100,85.0
1101,75.0
1102,74.0
1103,88.0
1104,78.0
1105,81.0
1106,89.0
1107,83.0
1108,76.0
1109,81.0
1110,76.0
1111,83.0
1112,84.0
1113,78.0
1114,82.0
1115,87.0
1116,88.0
1117,81.0
1118,78.0
1119,77.0
1120,97.0
1121,73.0
1122,76.0
1123,84.0
1124,85.0
1125,81.0
1126,78.0
1127,78.0
1128,81.0
1129,80.0
1130,80.0
1131,93.0
1132,72.0
1133,82.0
1134,77.0
1135,109.0
1136,78.0
1137,79.0
1138,73.0
1139,74.0
1140,82.0
1141,74.0
1142,97.0
1143,87.0
1144,73.0
1145,82.0
1146,80.0
1147,77.0
1148,105.0
1149,78.0
1150,80.0
1151,103.0
1152,77.0
1153,98.0
1154,78.0
1155,85.0
1156,79.0
1157,78.0
1158,79.0
1159,92.0
1160,99.0
1161,80.0
1162,75.0
1163,75.0
1164,87.0
1165,92.0
1166,75.0
1167,81.0
1168,83.0
1169,78.0
1170,96.0
1171,84.0
1172,80.0
1173,69.0
1174,72.0
1175,83.0
1176,80.0
1177,92.0
1178,80.0
1179,80.0
1180,81.0
1181,87.0
1182,82.0
1183,87.0
1184,85.0
1185,83.0
1186,77.0
1187,69.0
1188,77.0
1189,76.0
1190,86.0
1191,86.0
1192,98.0
1193,87.0
1194,86.0
1195,87.0
1196,79.0
1197,85.0
1198,82.0
1199,85.0
1200,79.0
1201,79.0
1202,80.0
1203,80.0
1204,75.0
1205,106.0
1206,78.0
1207,81.0
1208,77.0
1209,79.0
1210,89.0
1211,80.0
1212,85.0
1213,80.0
1214,70.0
1215,86.0
1216,70.0
1217,111.0
1218,86.0
1219,83.0
1220,78.0
1221,69.0
1222,78.0
1223,88.0
1224,74.0
1225,79.0
1226,80.0
1227,78.0
1228,92.0
1229,83.0
1230,75.0
1231,86.0
1232,79.0
1233,114.0
1234,79.0
1235,87.0
1236,72.0
1237,77.0
1238,90.0
1239,88.0
1240,91.0
1241,74.0
1242,66.0
1243,82.0
1244,74.0
1245,85.0
1246,69.0
1247,79.0
1248,73.0
1249,80.0
1250,96.0
1251,76.0
1252,78.0
1253,76.0
1254,102.0
1255,105.0
1256,95.0
1257,92.0
1258,85.0
1259,79.0
1260,77.0
1261,73.0
1262,83.0
1263,87.0
1264,94.0
1265,77.0
1266,79.0
1267,72.0
1268,99.0
1269,95.0
1270,79.0
1271,80.0
1272,82.0
1273,77.0
1274,73.0
1275,75.0
1276,80.0
1277,71.0
1278,83.0
1279,70.0
1280,75.0
1281,79.0
1282,84.0
1283,77.0
1284,89.0
1285,99.0
1286,66.0
1287,75.0
1288,84.0
1289,84.0
1290,83.0
1291,80.0
1292,68.0
1293,66.0
1294,91.0
1295,87.0
1296,79.0
1297,83.0
1298,91.0
1299,69.0
1300,78.0
1301,85.0
1302,77.0
1303,76.0
1304,87.0
1305,67.0
1306,90.0
1307,85.0
1308,82.0
1309,85.0
1310,84.0
1311,80.0
1312,96.0
1313,86.0
1314,79.0
1315,73.0
1316,80.0
1317,71.0
1318,75.0
1319,72.0
1320,77.0
1321,67.0
1322,71.0
1323,79.0
1324,76.0
1325,76.0
1326,85.0
1327,67.0
1328,91.0
1329,77.0
1330,78.0
1331,81.0
1332,80.0
1333,91.0
1334,77.0
1335,75.0
1336,85.0
1337,64.0
1338,76.0
1339,69.0
1340,91.0
1341,83.0
1342,94.0
1343,92.0
1344,86.0
1345,85.0
1346,82.0
1347,74.0
1348,125.0
1349,160.0
1350,78.0
1351,86.0
1352,85.0
1353,87.0
1354,78.0
1355,80.0
1356,87.0
1357,69.0
1358,83.0
1359,79.0
1360,73.0
1361,84.0
1362,76.0
1363,101.0
1364,90.0
1365,74.0
1366,74.0
1367,69.0
1368,87.0
1369,73.0
1370,83.0
1371,80.0
1372,86.0
1373,83.0
1374,74.0
1375,78.0
1376,80.0
1377,83.0
1378,83.0
1379,79.0
1380,79.0
1381,96.0
1382,81.0
1383,82.0
1384,76.0
1385,85.0
1386,104.0
1387,71.0
1388,87.0
1389,76.0
1390,85.0
1391,97.0
1392,90.0
1393,88.0
1394,82.0
1395,85.0
1396,88.0
1397,115.0
1398,75.0
1399,69.0
1400,77.0
1401,69.0
1402,82.0
1403,68.0
1404,75.0
1405,80.0
1406,90.0
1407,80.0
1408,88.0
1409,68.0
1410,72.0
1411,92.0
1412,80.0
1413,95.0
1414,90.0
1415,76.0
1416,118.0
1417,81.0
1418,90.0
1419,71.0
1420,79.0
1421,77.0
1422,75.0
1423,80.0
1424,77.0
1425,84.0
1426,95.0
1427,74.0
1428,86.0
1429,73.0
1430,82.0
1431,80.0
1432,82.0
1433,72.0
1434,86.0
1435,78.0
1436,83.0
1437,77.0
1438,74.0
1439,73.0
1440,78.0
1441,81.0
1442,81.0
1443,81.0
1444,73.0
1445,84.0
1446,84.0
1447,83.0
1448,86.0
1449,76.0
1450,68.0
1451,77.0
1452,81.0
1453,91.0
1454,96.0
1455,75.0
1456,65.0
1457,85.0
1458,79.0
1459,82.0
1460,78.0
1461,77.0
1462,93.0
1463,73.0
1464,87.0
1465,75.0
1466,79.0
1467,590.0
1468,77.0
1469,82.0
1470,68.0
1471,115.0
1472,76.0
1473,84.0
1474,85.0
1475,78.0
1476,72.0
1477,63.0
1478,80.0
1479,77.0
1480,81.0
1481,76.0
1482,76.0
1483,91.0
1484,88.0
1485,116.0
1486,73.0
1487,91.0
1488,85.0
1489,99.0
1490,63.0
1491,70.0
1492,79.0
1493,86.0
1494,81.0
1495,80.0
1496,87.0
1497,83.0
1498,74.0
1499,92.0
1500,73.0
1501,86.0
1502,74.0
1503,79.0
1504,99.0
1505,74.0
1506,87.0
1507,79.0
1508,81.0
1509,73.0
1510,86.0
1511,85.0
1512,77.0
1513,94.0
1514,81.0
1515,118.0
1516,84.0
1517,80.0
1518,77.0
1519,93.0
1520,93.0
1521,79.0
1522,86.0
1523,82.0
1524,94.0
1525,83.0
1526,77.0
1527,86.0
1528,82.0
1529,73.0
1530,79.0
1531,83.0
1532,74.0
1533,76.0
1534,78.0
1535,76.0
1536,84.0
1537,81.0
1538,97.0
1539,86.0
1540,85.0
1541,76.0
1542,69.0
1543,82.0
1544,79.0
1545,80.0
1546,76.0
1547,89.0
1548,78.0
1549,83.0
1550,74.0
1551,76.0
1552,70.0
1553,72.0
1554,74.0
1555,68.0
1556,87.0
1557,84.0
1558,97.0
1559,74.0
1560,72.0
1561,78.0
1562,101.0
1563,75.0
1564,68.0
1565,78.0
1566,93.0
1567,85.0
1568,88.0
1569,81.0
1570,78.0
1571,71.0
1572,82.0
1573,159.0
1574,78.0
1575,71.0
1576,79.0
1577,88.0
1578,84.0
1579,92.0
1580,80.0
1581,76.0
1582,83.0
1583,84.0
1584,85.0
1585,72.0
1586,72.0
1587,77.0
1588,74.0
1589,74.0
1590,89.0
1591,74.0
1592,79.0
1593,91.0
1594,75.0
1595,70.0
1596,81.0
1597,82.0
1598,83.0
1599,80.0
1600,82.0
1601,74.0
1602,77.0
1603,76.0
1604,78.0
1605,78.0
1606,80.0
1607,95.0
1608,76.0
1609,75.0
1610,77.0
1611,77.0
1612,78.0
1613,72.0
1614,97.0
1615,80.0
1616,72.0
1617,80.0
1618,79.0
1619,83.0
1620,82.0
1621,80.0
1622,84.0
1623,81.0
1624,84.0
1625,77.0
1626,84.0
1627,89.0
1628,72.0
1629,72.0
1630,74.0
1631,73.0
1632,75.0
1633,97.0
1634,82.0
1635,87.0
1636,77.0
1637,86.0
1638,81.0
1639,79.0
1640,79.0
1641,69.0
1642,78.0
1643,78.0
1644,74.0
1645,102.0
1646,81.0
1647,81.0
1648,85.0
1649,88.0
1650,79.0
1651,76.0
1652,78.0
1653,80.0
1654,75.0
1655,84.0
1656,69.0
1657,79.0
1658,106.0
1659,85.0
1660,73.0
1661,80.0
1662,76.0
1663,600.0
1664,74.0
1665,79.0
1666,88.0
1667,75.0
1668,75.0
1669,76.0
1670,82.0
1671,87.0
1672,86.0
1673,79.0
1674,84.0
1675,76.0
1676,74.0
1677,77.0
1678,80.0
1679,87.0
1680,90.0
1681,84.0
1682,74.0
1683,78.0
1684,89.0
1685,69.0
1686,77.0
1687,70.0
1688,88.0
1689,81.0
1690,83.0
1691,94.0
1692,84.0
1693,85.0
1694,85.0
1695,73.0
1696,77.0
1697,94.0
1698,80.0
1699,105.0
1700,78.0
1701,84.0
1702,64.0
1703,69.0
1704,77.0
1705,87.0
1706,88.0
1707,76.0
1708,72.0
1709,81.0
1710,71.0
1711,97.0
1712,70.0
1713,89.0
1714,81.0
1715,83.0
1716,79.0
1717,81.0
1718,77.0
1719,82.0
1720,76.0
1721,77.0
1722,88.0
1723,257.0
1724,80.0
1725,69.0
1726,82.0
1727,76.0
1728,79.0
1729,82.0
1730,84.0
1731,87.0
1732,86.0
1733,73.0
1734,71.0
1735,90.0
1736,77.0
1737,90.0
1738,80.0
1739,88.0
1740,79.0
1741,94.0
1742,77.0
1743,74.0
1744,77.0
1745,71.0
1746,73.0
1747,95.0
1748,78.0
1749,127.0
1750,89.0
1751,80.0
1752,83.0
1753,151.0
1754,98.0
1755,80.0
1756,94.0
1757,79.0
1758,78.0
1759,79.0
1760,94.0
1761,85.0
1762,75.0
1763,83.0
1764,74.0
1765,79.0
1766,74.0
1767,75.0
1768,69.0
1769,73.0
1770,75.0
1771,113.0
1772,85.0
1773,75.0
1774,85.0
1775,82.0
1776,87.0
1777,80.0
1778,78.0
1779,77.0
1780,87.0
1781,79.0
1782,74.0
1783,79.0
1784,68.0
1785,74.0
1786,72.0
1787,80.0
1788,89.0
1789,74.0
1790,75.0
1791,95.0
1792,80.0
1793,220.0
1794,80.0
1795,82.0
1796,81.0
1797,71.0
1798,77.0
1799,75.0
1800,81.0
1801,82.0
1802,85.0
1803,85.0
1804,77.0
1805,83.0
1806,78.0
1807,86.0
1808,75.0
1809,86.0
1810,74.0
1811,80.0
1812,84.0
1813,77.0
1814,89.0
1815,77.0
1816,75.0
1817,81.0
1818,74.0
1819,84.0
1820,82.0
1821,76.0
1822,70.0
1823,88.0
1824,84.0
1825,90.0
1826,84.0
1827,77.0
1828,76.0
1829,80.0
1830,91.0
1831,90.0
1832,79.0
1833,101.0
1834,75.0
1835,90.0
1836,79.0
1837,89.0
1838,84.0
1839,84.0
1840,92.0
1841,78.0
1842,106.0
1843,87.0
1844,82.0
1845,94.0
1846,86.0
1847,74.0
1848,81.0
1849,75.0
1850,81.0
1851,76.0
1852,81.0
1853,91.0
1854,76.0
1855,93.0
1856,84.0
1857,88.0
1858,84.0
1859,74.0
1860,86.0
1861,76.0
1862,75.0
1863,80.0
1864,86.0
1865,81.0
1866,78.0
1867,83.0
1868,81.0
1869,84.0
1870,77.0
1871,94.0
1872,89.0
1873,96.0
1874,101.0
1875,71.0
1876,71.0
1877,83.0
1878,73.0
1879,83.0
1880,71.0
1881,214.0
1882,103.0
1883,82.0
1884,70.0
1885,83.0
1886,76.0
1887,76.0
1888,82.0
1889,77.0
1890,85.0
1891,98.0
1892,93.0
1893,362.0
1894,93.0
1895,78.0
1896,83.0
1897,87.0
1898,83.0
1899,76.0
1900,76.0
1901,83.0
1902,72.0
1903,78.0
1904,79.0
1905,97.0
1906,86.0
1907,83.0
1908,69.0
1909,105.0
1910,84.0
1911,76.0
1912,84.0
1913,88.0
1914,98.0
1915,89.0
1916,82.0
1917,80.0
1918,75.0
1919,104.0
1920,81.0
1921,94.0
1922,81.0
1923,91.0
1924,88.0
1925,70.0
1926,93.0
1927,86.0
1928,105.0
1929,74.0
1930,76.0
1931,85.0
1932,81.0
1933,102.0
1934,79.0
1935,85.0
1936,74.0
1937,80.0
1938,80.0
1939,82.0
1940,91.0
1941,77.0
1942,94.0
1943,87.0
1944,78.0
1945,84.0
1946,79.0
1947,71.0
1948,84.0
1949,73.0
1950,86.0
1951,86.0
1952,75.0
1953,76.0
1954,80.0
1955,90.0
1956,69.0
1957,62.0
1958,600.0
1959,79.0
1960,79.0
1961,86.0
1962,84.0
1963,82.0
1964,80.0
1965,79.0
1966,77.0
1967,80.0
1968,73.0
1969,105.0
1970,105.0
1971,600.0
1972,82.0
1973,72.0
1974,75.0
1975,84.0
1976,86.0
1977,89.0
1978,80.0
1979,74.0
1980,86.0
1981,83.0
1982,81.0
1983,85.0
1984,90.0
1985,71.0
1986,76.0
1987,87.0
1988,124.0
1989,76.0
1990,89.0
1991,85.0
1992,91.0
1993,93.0
1994,90.0
1995,87.0
1996,98.0
1997,89.0
1998,97.0
1999,96.0
